TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.043160	0.017844	0.011718	0.046656	0.065340	0.007453	0.042850	0.028512	0.007520	0.036474	0.017013	0.061057	0.614402
None	0.005950	0.005697	0.002172	0.010313	0.017032	0.002572	0.005875	0.003863	0.003096	0.007352	0.003438	0.009175	0.923465
of	0.008014	0.007248	0.002526	0.009000	0.015801	0.002723	0.009381	0.004467	0.003865	0.010861	0.003667	0.014153	0.908295
it	0.006981	0.004770	0.003405	0.007296	0.011755	0.002296	0.013526	0.005652	0.003615	0.013127	0.003501	0.012919	0.911157
is	0.003112	0.002910	0.002800	0.009192	0.008290	0.002344	0.006608	0.006076	0.004312	0.006507	0.002612	0.006703	0.938533
di	0.001163	0.001742	0.000480	0.002527	0.002457	0.000437	0.001530	0.000702	0.000803	0.002070	0.001500	0.001847	0.982742
##v	0.001199	0.001205	0.000489	0.002178	0.006005	0.000842	0.002133	0.000696	0.001053	0.001645	0.001387	0.002182	0.978984
##vied	0.002816	0.001945	0.000795	0.002999	0.006232	0.000713	0.003000	0.001223	0.001159	0.003314	0.002117	0.005772	0.967916
up	0.007422	0.008955	0.003694	0.010365	0.012900	0.003428	0.008889	0.004308	0.005661	0.013633	0.005575	0.012986	0.902186
among	0.015171	0.027587	0.008519	0.032434	0.048137	0.011084	0.012620	0.006166	0.011369	0.015684	0.025715	0.034634	0.750879
anything	0.005497	0.004487	0.002434	0.010330	0.018788	0.001577	0.007141	0.004090	0.002765	0.006772	0.003405	0.009274	0.923441
.	0.017541	0.016475	0.012648	0.032950	0.028063	0.005678	0.022870	0.015798	0.011366	0.019968	0.013051	0.028555	0.775037
[SEP]	0.084271	0.080574	0.065667	0.077114	0.079388	0.067532	0.091340	0.066863	0.057543	0.077926	0.077134	0.086425	0.088222
