TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.797835	0.017038	0.028905	0.016018	0.035050	0.021237	0.024200	0.016902	0.004324	0.013110	0.008312	0.010646	0.006422
None	0.003260	0.001171	0.993999	0.000137	0.000021	0.000088	0.001319	0.000003	0.000000	0.000000	0.000001	0.000000	0.000000
of	0.000964	0.000015	0.000055	0.998928	0.000019	0.000004	0.000003	0.000012	0.000000	0.000000	0.000000	0.000000	0.000000
it	0.000430	0.000010	0.000001	0.000080	0.999430	0.000038	0.000001	0.000002	0.000007	0.000000	0.000000	0.000000	0.000000
is	0.000471	0.000156	0.000007	0.000002	0.000211	0.999082	0.000016	0.000004	0.000012	0.000038	0.000000	0.000000	0.000001
di	0.000126	0.000001	0.000015	0.000001	0.000002	0.000111	0.999663	0.000071	0.000000	0.000000	0.000011	0.000000	0.000000
##v	0.006196	0.000000	0.000010	0.000352	0.000042	0.000014	0.000946	0.992401	0.000010	0.000002	0.000005	0.000021	0.000000
##vied	0.024711	0.000000	0.000000	0.000005	0.000694	0.000053	0.000029	0.002083	0.971052	0.000513	0.000018	0.000065	0.000776
up	0.002500	0.000000	0.000000	0.000000	0.000003	0.000576	0.000059	0.000229	0.000327	0.996173	0.000026	0.000012	0.000096
among	0.004002	0.000000	0.000000	0.000000	0.000000	0.000011	0.000447	0.000185	0.000009	0.000575	0.994665	0.000041	0.000064
anything	0.005672	0.000000	0.000002	0.000003	0.000001	0.000000	0.000010	0.001012	0.000020	0.000189	0.000788	0.991458	0.000845
.	0.006221	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.000089	0.000062	0.000008	0.000314	0.993299
[SEP]	0.999892	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000006	0.000001	0.000003	0.000097
