TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.056843	0.016470	0.004305	0.030693	0.042812	0.031234	0.012152	0.034822	0.013699	0.028598	0.016248	0.018766	0.693356
None	0.064801	0.008267	0.133510	0.312277	0.051416	0.043018	0.007651	0.039068	0.070220	0.026438	0.052660	0.062215	0.128459
of	0.059648	0.081580	0.020188	0.092457	0.081698	0.066119	0.006467	0.019318	0.016909	0.057751	0.007652	0.085478	0.404736
it	0.036924	0.037565	0.009406	0.009212	0.014388	0.096508	0.016061	0.087937	0.068223	0.030035	0.002188	0.060684	0.530870
is	0.048096	0.022317	0.005601	0.016500	0.002642	0.073928	0.020493	0.528459	0.112688	0.066949	0.004735	0.030634	0.066957
di	0.023833	0.002316	0.000071	0.000566	0.001802	0.000559	0.008505	0.943374	0.001562	0.002859	0.000139	0.010423	0.003991
##v	0.054984	0.110125	0.001956	0.021059	0.003618	0.119988	0.150645	0.130355	0.009947	0.126129	0.002945	0.090625	0.177624
##vied	0.013333	0.016264	0.008833	0.014307	0.003427	0.085339	0.724441	0.001187	0.018847	0.013968	0.003844	0.020334	0.075877
up	0.020723	0.020363	0.002801	0.012692	0.007102	0.027371	0.050231	0.397281	0.004334	0.350672	0.005031	0.032514	0.068885
among	0.049452	0.021883	0.005857	0.010634	0.014700	0.010924	0.009818	0.117031	0.003601	0.012749	0.057094	0.083028	0.603229
anything	0.022830	0.001903	0.017662	0.074923	0.042068	0.043989	0.007098	0.203826	0.121934	0.068313	0.017438	0.061338	0.316679
.	0.007317	0.016118	0.003552	0.021082	0.050206	0.019732	0.020898	0.045159	0.009009	0.049941	0.039434	0.012019	0.705532
[SEP]	0.003183	0.000273	0.000119	0.000524	0.000464	0.000683	0.001458	0.000539	0.000497	0.000919	0.001568	0.001068	0.988705
