TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.000005	0.000003	0.000399	0.000067	0.000280	0.000034	0.000006	0.000002	0.000071	0.000074	0.000049	0.000001	0.999007
None	0.023623	0.049648	0.126438	0.092218	0.164235	0.048896	0.057223	0.025112	0.052241	0.148102	0.169293	0.009697	0.033276
of	0.011929	0.067001	0.028094	0.018793	0.034557	0.009978	0.027304	0.010301	0.019296	0.026266	0.016928	0.723759	0.005795
it	0.054070	0.119812	0.074061	0.036958	0.079966	0.032959	0.039617	0.032069	0.042334	0.243555	0.049162	0.173691	0.021746
is	0.064582	0.157519	0.070708	0.049753	0.029742	0.017818	0.042530	0.030787	0.034350	0.149305	0.067246	0.275702	0.009959
di	0.047594	0.197998	0.021678	0.038630	0.053067	0.060797	0.031694	0.258498	0.035671	0.052393	0.154891	0.040817	0.006271
##v	0.060117	0.165381	0.023638	0.018654	0.096257	0.183831	0.125000	0.126532	0.074533	0.045537	0.047575	0.025707	0.007237
##vied	0.029532	0.085351	0.052881	0.085806	0.064862	0.052787	0.073661	0.120676	0.079746	0.106148	0.214187	0.022298	0.012064
up	0.027564	0.129645	0.100439	0.160606	0.053646	0.019039	0.031096	0.054741	0.027184	0.194804	0.079051	0.110768	0.011414
among	0.017279	0.148692	0.074781	0.065191	0.126894	0.019057	0.028453	0.035047	0.140125	0.075553	0.155028	0.100203	0.013698
anything	0.018120	0.095787	0.086772	0.047249	0.060219	0.038554	0.008317	0.033501	0.047763	0.472033	0.040573	0.032301	0.018811
.	0.020909	0.037534	0.018037	0.007063	0.017196	0.006164	0.034106	0.011442	0.004943	0.006485	0.008747	0.826011	0.001363
[SEP]	0.199630	0.050683	0.104044	0.074628	0.072029	0.043798	0.029071	0.015425	0.112913	0.051835	0.105699	0.081224	0.059020
