TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.054910	0.014667	0.001648	0.015859	0.006457	0.002390	0.001598	0.001813	0.006639	0.008569	0.005919	0.018125	0.861408
None	0.120842	0.026168	0.052441	0.266582	0.285758	0.031909	0.036629	0.018460	0.049342	0.012334	0.033287	0.037132	0.029116
of	0.136120	0.017586	0.016743	0.128536	0.298883	0.023642	0.023565	0.003349	0.012103	0.013722	0.012359	0.017716	0.295676
it	0.041633	0.004521	0.004767	0.108934	0.151143	0.103244	0.048020	0.093736	0.103642	0.119572	0.014422	0.021322	0.185046
is	0.011185	0.000573	0.000385	0.007503	0.005228	0.023511	0.051716	0.741832	0.070289	0.040319	0.013402	0.006294	0.027762
di	0.039956	0.000576	0.000681	0.001842	0.006505	0.002698	0.047760	0.621140	0.107937	0.017842	0.005874	0.017634	0.129555
##v	0.116238	0.002894	0.000346	0.001317	0.027854	0.003132	0.005096	0.016515	0.070263	0.047958	0.009569	0.032811	0.666007
##vied	0.043326	0.000048	0.000013	0.000597	0.006488	0.002080	0.002321	0.003194	0.061593	0.317804	0.084617	0.043519	0.434398
up	0.026537	0.000588	0.000088	0.009816	0.006038	0.002279	0.003879	0.002439	0.011587	0.300257	0.421897	0.073001	0.141595
among	0.032696	0.000325	0.000063	0.001129	0.000733	0.000241	0.000369	0.000973	0.004377	0.026400	0.213430	0.108137	0.611128
anything	0.016697	0.000299	0.000102	0.003640	0.001392	0.000319	0.001126	0.001012	0.005876	0.041265	0.005133	0.165903	0.757236
.	0.043372	0.006051	0.001040	0.004100	0.003029	0.000623	0.001773	0.000889	0.004101	0.016500	0.010308	0.037897	0.870316
[SEP]	0.008041	0.001453	0.000647	0.003910	0.002818	0.001024	0.000975	0.001858	0.001554	0.007748	0.003075	0.008774	0.958122
