TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.166908	0.102956	0.043372	0.036788	0.029011	0.054909	0.065348	0.036936	0.055408	0.114025	0.102066	0.095667	0.096606
None	0.015236	0.042070	0.046196	0.036647	0.213513	0.045822	0.107637	0.055640	0.072362	0.058664	0.036987	0.230332	0.038893
of	0.018217	0.109599	0.048570	0.058510	0.062942	0.047914	0.093078	0.077705	0.064178	0.113152	0.104765	0.156455	0.044913
it	0.019074	0.079262	0.029574	0.056435	0.048658	0.080949	0.105078	0.108613	0.066954	0.125505	0.105813	0.103743	0.070342
is	0.008918	0.057336	0.036842	0.037743	0.319071	0.072063	0.104000	0.069299	0.045421	0.077193	0.049036	0.085504	0.037572
di	0.142288	0.084320	0.034860	0.037721	0.128729	0.038358	0.163574	0.104955	0.053719	0.070249	0.054644	0.058702	0.027882
##v	0.052449	0.072208	0.042117	0.031087	0.123967	0.074773	0.173329	0.046249	0.097629	0.055653	0.072753	0.103740	0.054045
##vied	0.096202	0.100923	0.016778	0.095803	0.108716	0.064287	0.125288	0.060389	0.073083	0.050243	0.116875	0.069319	0.022094
up	0.010421	0.078907	0.033580	0.063351	0.036560	0.060435	0.091372	0.046192	0.095767	0.071221	0.130944	0.178211	0.103038
among	0.050249	0.056830	0.048543	0.045368	0.132122	0.044838	0.079621	0.029586	0.091660	0.079214	0.059186	0.206224	0.076560
anything	0.033210	0.057221	0.024087	0.032471	0.022271	0.029627	0.086496	0.136358	0.078727	0.081710	0.136580	0.121228	0.160015
.	0.008945	0.057685	0.045245	0.042372	0.057505	0.049916	0.076470	0.061748	0.098267	0.111581	0.078919	0.186344	0.125003
[SEP]	0.033734	0.071892	0.044492	0.065393	0.048731	0.055126	0.091401	0.059097	0.099378	0.062128	0.095065	0.200064	0.073499
