TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.075284	0.049046	0.057648	0.049599	0.174721	0.044575	0.143711	0.075285	0.073046	0.091888	0.039511	0.037946	0.087740
None	0.089265	0.063085	0.026252	0.040513	0.096433	0.012722	0.020682	0.028565	0.034776	0.049845	0.066703	0.058166	0.412994
of	0.186204	0.024760	0.014910	0.037992	0.046827	0.004204	0.007065	0.049117	0.041739	0.024479	0.100298	0.051286	0.411120
it	0.188865	0.042531	0.048801	0.023160	0.059588	0.008254	0.008812	0.037005	0.037165	0.033607	0.110684	0.083611	0.317916
is	0.439801	0.040560	0.020653	0.034466	0.006965	0.005279	0.008446	0.015311	0.017961	0.029921	0.033423	0.162723	0.184491
di	0.264807	0.050152	0.009250	0.025263	0.075522	0.006184	0.038733	0.013687	0.039955	0.010795	0.040016	0.203960	0.221676
##v	0.047836	0.038409	0.036520	0.054425	0.012064	0.005886	0.001485	0.133293	0.026439	0.051631	0.092371	0.199998	0.299643
##vied	0.112326	0.031913	0.030467	0.041950	0.266615	0.008329	0.024148	0.007621	0.020176	0.011137	0.074246	0.159025	0.212047
up	0.237663	0.038707	0.023583	0.027429	0.062647	0.020118	0.023604	0.022193	0.018851	0.035473	0.083630	0.132075	0.274027
among	0.098257	0.057081	0.039813	0.031253	0.038537	0.002907	0.006651	0.012676	0.028760	0.007220	0.065607	0.121134	0.490104
anything	0.149471	0.065820	0.023484	0.034486	0.093172	0.035964	0.029654	0.026811	0.017463	0.025212	0.037132	0.119955	0.341375
.	0.182184	0.088356	0.026810	0.069338	0.123058	0.035467	0.025321	0.046970	0.039871	0.053281	0.045001	0.095073	0.169271
[SEP]	0.197176	0.133021	0.031974	0.082458	0.099718	0.044143	0.032759	0.048303	0.039281	0.065835	0.044945	0.092204	0.088183
