TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.007645	0.009004	0.012680	0.028204	0.016074	0.003816	0.007748	0.024560	0.006081	0.021843	0.013181	0.041824	0.807341
None	0.002822	0.002639	0.006701	0.010955	0.003115	0.001312	0.003172	0.014236	0.004111	0.008544	0.005442	0.003333	0.933619
of	0.004574	0.001665	0.004992	0.004939	0.004203	0.000755	0.016315	0.024093	0.001543	0.007321	0.001408	0.002881	0.925311
it	0.012487	0.002505	0.004489	0.004433	0.008934	0.001310	0.018328	0.027205	0.002170	0.010331	0.001705	0.005656	0.900448
is	0.008935	0.003948	0.007351	0.011390	0.005647	0.002053	0.018110	0.044606	0.006717	0.013884	0.004791	0.007261	0.865307
di	0.002364	0.001056	0.001444	0.002832	0.001415	0.000874	0.008443	0.011012	0.001625	0.005863	0.001348	0.002280	0.959443
##v	0.001177	0.001531	0.000797	0.002554	0.001944	0.000967	0.025196	0.004696	0.001216	0.004970	0.001895	0.002431	0.950625
##vied	0.004853	0.001679	0.002082	0.002769	0.003130	0.001272	0.064055	0.044356	0.002649	0.010944	0.001449	0.002095	0.858667
up	0.004490	0.001639	0.002408	0.002391	0.003031	0.002359	0.031031	0.037673	0.004940	0.010038	0.001295	0.002910	0.895796
among	0.009068	0.002089	0.005791	0.011354	0.008247	0.002380	0.015899	0.024919	0.003112	0.009036	0.006180	0.004509	0.897416
anything	0.024447	0.002350	0.005395	0.010499	0.014370	0.002559	0.007898	0.029520	0.004716	0.012383	0.008212	0.008963	0.868687
.	0.013047	0.006332	0.005929	0.009550	0.008236	0.003717	0.007970	0.016603	0.006262	0.014048	0.008867	0.013081	0.886358
[SEP]	0.084494	0.070455	0.071113	0.078605	0.059391	0.053991	0.070133	0.071139	0.059263	0.071264	0.072790	0.084357	0.153004
