TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.384307	0.012735	0.103604	0.111091	0.026553	0.033021	0.052605	0.011597	0.035545	0.055041	0.029909	0.086160	0.057833
None	0.004687	0.049415	0.021796	0.063429	0.083228	0.162120	0.047776	0.136305	0.141738	0.104764	0.119245	0.033446	0.032051
of	0.001041	0.134287	0.112786	0.121783	0.020868	0.069109	0.030022	0.047836	0.147689	0.159569	0.042660	0.027923	0.084429
it	0.002968	0.239881	0.028609	0.025427	0.089582	0.147976	0.035707	0.085462	0.070231	0.088974	0.110554	0.018741	0.055889
is	0.003329	0.245479	0.014814	0.030933	0.022467	0.069692	0.023401	0.182052	0.116969	0.069961	0.154409	0.017177	0.049317
di	0.081055	0.111219	0.030353	0.064566	0.017315	0.030690	0.110244	0.185353	0.033589	0.108634	0.106513	0.036345	0.084126
##v	0.500954	0.018638	0.015890	0.047621	0.020955	0.058892	0.012888	0.056448	0.116067	0.037916	0.017780	0.065130	0.030821
##vied	0.307616	0.033260	0.036542	0.024052	0.056718	0.138680	0.035997	0.041168	0.094813	0.141303	0.037229	0.024877	0.027744
up	0.004060	0.066017	0.038296	0.047545	0.077511	0.058712	0.038470	0.205896	0.056772	0.209852	0.051930	0.032113	0.112826
among	0.006725	0.139643	0.032559	0.046616	0.030713	0.056887	0.070045	0.131749	0.108130	0.095751	0.178013	0.030681	0.072488
anything	0.005335	0.110415	0.022423	0.037122	0.031428	0.061832	0.014850	0.076195	0.130395	0.276680	0.079740	0.049028	0.104556
.	0.002695	0.046921	0.052598	0.055139	0.019717	0.023174	0.022800	0.054789	0.072334	0.169074	0.070151	0.170784	0.239824
[SEP]	0.298683	0.030267	0.055606	0.054405	0.037159	0.042608	0.020885	0.044877	0.064396	0.062337	0.081433	0.142936	0.064409
