TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.027200	0.005853	0.001778	0.005543	0.005372	0.001371	0.001015	0.001615	0.004425	0.003330	0.002798	0.013543	0.926156
None	0.018078	0.001947	0.162257	0.679814	0.011920	0.001895	0.000202	0.002260	0.000289	0.001700	0.007291	0.009143	0.103205
of	0.044700	0.006965	0.001728	0.805847	0.019003	0.004081	0.000277	0.001379	0.000163	0.000500	0.008278	0.002031	0.105047
it	0.026286	0.009952	0.005886	0.007787	0.672807	0.021698	0.001385	0.011741	0.002392	0.008803	0.000783	0.011092	0.219388
is	0.043324	0.004907	0.000190	0.002741	0.018702	0.404904	0.026469	0.268260	0.017929	0.019222	0.001152	0.001628	0.190572
di	0.020316	0.000780	0.000075	0.000777	0.005028	0.004616	0.498071	0.231985	0.013111	0.016255	0.002214	0.001459	0.205315
##v	0.004863	0.000051	0.000004	0.000183	0.000403	0.000182	0.000173	0.977765	0.001760	0.001572	0.000124	0.000674	0.012246
##vied	0.014333	0.000153	0.000002	0.000367	0.003360	0.001135	0.000407	0.004166	0.218764	0.013157	0.003934	0.009895	0.730327
up	0.009981	0.000446	0.000018	0.000348	0.002614	0.002327	0.001226	0.027593	0.031929	0.708635	0.011785	0.019878	0.183219
among	0.011672	0.000436	0.000158	0.005317	0.000103	0.000748	0.001898	0.000779	0.000861	0.011958	0.628835	0.040758	0.296477
anything	0.011558	0.000686	0.001726	0.000420	0.004005	0.000089	0.000377	0.002484	0.001187	0.027491	0.024934	0.287593	0.637448
.	0.009852	0.000593	0.000074	0.000854	0.000384	0.000042	0.000103	0.001000	0.000272	0.000997	0.003630	0.023240	0.958959
[SEP]	0.009401	0.007352	0.005832	0.006826	0.004289	0.001240	0.003768	0.004916	0.002162	0.004176	0.007394	0.035560	0.907083
