TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.506553	0.041830	0.030276	0.040798	0.041249	0.024446	0.027809	0.025318	0.030531	0.024933	0.030888	0.056870	0.118499
None	0.155810	0.013468	0.041481	0.022194	0.106422	0.026679	0.012018	0.028679	0.110878	0.045590	0.063267	0.280855	0.092659
of	0.137508	0.014384	0.016401	0.041777	0.140583	0.047386	0.043455	0.038194	0.105497	0.043788	0.049755	0.193734	0.127540
it	0.135824	0.005146	0.007124	0.204724	0.054997	0.032513	0.031094	0.038550	0.107324	0.031905	0.109417	0.132480	0.108902
is	0.170898	0.007239	0.004403	0.048728	0.064207	0.016648	0.028198	0.030659	0.055726	0.055576	0.114524	0.222556	0.180638
di	0.433348	0.004901	0.010964	0.016637	0.026144	0.004593	0.058835	0.037233	0.041353	0.032453	0.033819	0.148341	0.151379
##v	0.525482	0.011339	0.027056	0.006103	0.022765	0.008518	0.003425	0.012198	0.056555	0.035399	0.035071	0.157523	0.098566
##vied	0.630302	0.006473	0.013716	0.004416	0.034571	0.021275	0.021130	0.003600	0.019796	0.029048	0.042027	0.091839	0.081807
up	0.443801	0.009041	0.006761	0.016582	0.028597	0.009565	0.014932	0.021605	0.016206	0.038101	0.072878	0.144202	0.177730
among	0.438607	0.011290	0.008907	0.005746	0.031304	0.009832	0.023776	0.017649	0.066391	0.012246	0.074659	0.148565	0.151028
anything	0.627723	0.017616	0.020239	0.013704	0.029402	0.004766	0.004408	0.017110	0.035936	0.016262	0.019657	0.116934	0.076244
.	0.376338	0.024839	0.018240	0.031739	0.047208	0.018169	0.016399	0.026201	0.037221	0.062453	0.052012	0.140928	0.148253
[SEP]	0.690965	0.016201	0.013083	0.020821	0.031129	0.019210	0.016551	0.019380	0.018131	0.024398	0.019326	0.057900	0.052905
