TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.015316	0.096925	0.061603	0.078858	0.150584	0.043268	0.009093	0.054199	0.029179	0.083658	0.083192	0.032484	0.261640
None	0.002831	0.496236	0.019968	0.014276	0.025144	0.145348	0.020610	0.009296	0.023427	0.018351	0.011012	0.007615	0.205886
of	0.020944	0.028322	0.196224	0.096409	0.032654	0.081433	0.017665	0.011036	0.045104	0.092173	0.170624	0.010004	0.197407
it	0.013175	0.027276	0.028189	0.303580	0.064899	0.018037	0.006084	0.005109	0.010608	0.022305	0.160498	0.005838	0.334402
is	0.006824	0.012743	0.003925	0.008814	0.624641	0.108145	0.014284	0.012104	0.009830	0.013373	0.024947	0.020652	0.139717
di	0.000655	0.005204	0.001191	0.001146	0.014479	0.923207	0.028787	0.001760	0.006182	0.005138	0.005293	0.002178	0.004781
##v	0.000087	0.000389	0.000140	0.000171	0.000642	0.007513	0.981233	0.000350	0.000124	0.000098	0.000151	0.000394	0.008707
##vied	0.003707	0.006444	0.004361	0.003524	0.008782	0.022627	0.005968	0.823801	0.008510	0.008788	0.003714	0.001838	0.097937
up	0.013403	0.038994	0.015684	0.013883	0.032962	0.117897	0.011046	0.019877	0.453709	0.129919	0.045178	0.023847	0.083602
among	0.001564	0.003376	0.003256	0.003080	0.006383	0.014328	0.001140	0.007517	0.005891	0.763772	0.002790	0.004934	0.181970
anything	0.007810	0.018791	0.006158	0.028139	0.069025	0.041213	0.004619	0.002047	0.006109	0.011268	0.532729	0.006692	0.265398
.	0.014783	0.025390	0.011764	0.013976	0.187693	0.079020	0.030275	0.010380	0.027423	0.081950	0.025073	0.144771	0.347502
[SEP]	0.041353	0.051691	0.042777	0.059732	0.110111	0.053899	0.035303	0.055872	0.056980	0.079326	0.068858	0.081414	0.262686
