TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.191646	0.004879	0.001834	0.009491	0.061157	0.004317	0.002483	0.012111	0.007191	0.010419	0.009670	0.014944	0.669858
None	0.011441	0.022491	0.005841	0.048172	0.182315	0.005387	0.005519	0.010637	0.004222	0.026392	0.053082	0.028340	0.596162
of	0.007665	0.039670	0.013302	0.072422	0.139758	0.011196	0.015696	0.016701	0.006780	0.031079	0.084317	0.018437	0.542977
it	0.008989	0.030716	0.008245	0.028791	0.084913	0.003544	0.003554	0.005460	0.002165	0.013972	0.054694	0.033826	0.721132
is	0.017364	0.066623	0.008136	0.089916	0.093887	0.009044	0.015632	0.130525	0.013075	0.093398	0.121222	0.120136	0.221042
di	0.005140	0.007493	0.002484	0.037989	0.356180	0.001545	0.005195	0.011275	0.003055	0.020106	0.040270	0.008330	0.500937
##v	0.003759	0.005918	0.005397	0.014772	0.036254	0.003736	0.003462	0.007522	0.005619	0.013507	0.023964	0.005516	0.870575
##vied	0.002869	0.004290	0.001218	0.005964	0.025443	0.001319	0.003410	0.001783	0.001329	0.004658	0.007140	0.004809	0.935768
up	0.010191	0.013756	0.007849	0.033991	0.111423	0.003412	0.004984	0.006794	0.004289	0.016131	0.023599	0.023323	0.740259
among	0.012405	0.013419	0.002523	0.020598	0.027863	0.004644	0.012836	0.005443	0.006780	0.005541	0.028580	0.031765	0.827603
anything	0.014851	0.050350	0.012794	0.081545	0.330915	0.014626	0.009564	0.029405	0.011144	0.050842	0.032784	0.046174	0.315005
.	0.010171	0.047657	0.007552	0.128655	0.234965	0.010140	0.004711	0.028177	0.017930	0.061763	0.218345	0.031996	0.197936
[SEP]	0.033760	0.013572	0.008121	0.013443	0.032856	0.012114	0.006403	0.011654	0.014141	0.018092	0.028200	0.018697	0.788947
