TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.047760	0.024040	0.019820	0.048759	0.045466	0.004302	0.012351	0.005842	0.011766	0.015221	0.021100	0.064499	0.679075
None	0.048073	0.003453	0.020373	0.082614	0.067140	0.014948	0.017011	0.005663	0.000868	0.004739	0.001412	0.066733	0.666973
of	0.077447	0.211348	0.004169	0.006292	0.019833	0.001030	0.004370	0.001720	0.002656	0.050597	0.004432	0.081902	0.534204
it	0.027308	0.627056	0.035543	0.006249	0.056117	0.000476	0.001266	0.011679	0.004563	0.033660	0.005656	0.064705	0.125720
is	0.074225	0.040629	0.066321	0.127897	0.006645	0.001512	0.000168	0.001129	0.005890	0.167623	0.040130	0.087626	0.380207
di	0.017210	0.015359	0.001518	0.001919	0.004702	0.002956	0.085564	0.562616	0.000506	0.001778	0.008234	0.035603	0.262037
##v	0.082949	0.001837	0.001247	0.002075	0.001936	0.330281	0.016583	0.005744	0.001193	0.002462	0.004681	0.110065	0.438948
##vied	0.068002	0.000261	0.004245	0.001347	0.009555	0.080291	0.489770	0.000957	0.017971	0.005435	0.003284	0.096490	0.222392
up	0.057634	0.000057	0.000385	0.003579	0.010684	0.000028	0.002999	0.706954	0.000043	0.000255	0.000232	0.114139	0.103010
among	0.086330	0.018494	0.009608	0.021142	0.060271	0.000598	0.011264	0.001433	0.006190	0.005063	0.010717	0.123770	0.645120
anything	0.051551	0.114649	0.010145	0.019666	0.018534	0.011512	0.031092	0.013890	0.000240	0.286825	0.014812	0.088836	0.338247
.	0.062273	0.016313	0.028097	0.038732	0.079741	0.009620	0.027035	0.014371	0.021623	0.023832	0.040700	0.077240	0.560425
[SEP]	0.037751	0.005392	0.005388	0.008142	0.018657	0.018357	0.006660	0.005931	0.007810	0.012511	0.006941	0.038967	0.827493
