TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.043422	0.137916	0.039772	0.050428	0.046217	0.036968	0.047157	0.021741	0.017635	0.034746	0.077933	0.037305	0.408760
None	0.007790	0.078884	0.043623	0.069102	0.076300	0.062557	0.032550	0.034676	0.029870	0.102821	0.112045	0.014925	0.334856
of	0.008881	0.080476	0.035368	0.045667	0.044198	0.033202	0.040709	0.074688	0.024603	0.325987	0.192882	0.017674	0.075664
it	0.032581	0.064046	0.044354	0.066673	0.049678	0.025063	0.024716	0.100303	0.024434	0.186928	0.155875	0.015958	0.209391
is	0.044028	0.081233	0.016256	0.051948	0.179481	0.101596	0.020934	0.015454	0.016695	0.029331	0.077097	0.048546	0.317401
di	0.004461	0.054182	0.007213	0.010996	0.070210	0.068853	0.048027	0.016746	0.026196	0.096256	0.149523	0.049003	0.398335
##v	0.005477	0.016981	0.010080	0.009773	0.021917	0.003317	0.005061	0.008044	0.013107	0.022707	0.039906	0.004765	0.838866
##vied	0.019520	0.042628	0.003935	0.011305	0.043837	0.034314	0.013748	0.021865	0.030052	0.052764	0.076473	0.028004	0.621556
up	0.012401	0.082860	0.004754	0.010637	0.094991	0.063851	0.020655	0.024070	0.024500	0.055135	0.109601	0.028470	0.468076
among	0.030859	0.032533	0.007931	0.018826	0.063662	0.023895	0.019667	0.020832	0.046676	0.013100	0.032363	0.045673	0.643982
anything	0.022513	0.089180	0.011497	0.049673	0.087193	0.066526	0.037909	0.026469	0.045163	0.060337	0.074926	0.094436	0.334178
.	0.006535	0.080420	0.035611	0.030165	0.055891	0.034556	0.049113	0.010787	0.020810	0.096873	0.185533	0.033252	0.360452
[SEP]	0.227179	0.014632	0.012202	0.014896	0.010997	0.011174	0.011864	0.011095	0.024551	0.011654	0.009220	0.014183	0.626353
