TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.108544	0.098140	0.019201	0.100719	0.111039	0.045012	0.010166	0.015678	0.040944	0.037599	0.062353	0.143778	0.206827
None	0.029183	0.048888	0.003334	0.019453	0.052315	0.013782	0.001563	0.003892	0.008826	0.010497	0.019023	0.046302	0.742942
of	0.017761	0.022092	0.014119	0.030631	0.038654	0.016784	0.008366	0.003418	0.018839	0.015247	0.042769	0.056891	0.714428
it	0.006722	0.024581	0.010417	0.040709	0.027380	0.007927	0.006870	0.002600	0.014262	0.015752	0.040458	0.054071	0.748253
is	0.016937	0.020270	0.005944	0.015885	0.023495	0.015570	0.009112	0.009211	0.015532	0.027227	0.019695	0.041856	0.779267
di	0.010231	0.011128	0.003366	0.015231	0.043708	0.021683	0.007843	0.004927	0.017232	0.019870	0.020059	0.066693	0.758030
##v	0.009279	0.006451	0.002253	0.009541	0.015173	0.007657	0.014496	0.005939	0.013714	0.024441	0.013002	0.023597	0.854457
##vied	0.003959	0.006039	0.001770	0.005392	0.013242	0.007546	0.010746	0.004154	0.011092	0.014850	0.009079	0.015924	0.896206
up	0.021175	0.016323	0.003714	0.019770	0.024935	0.014828	0.017389	0.005518	0.027411	0.029276	0.028216	0.045159	0.746285
among	0.020991	0.018148	0.008578	0.017878	0.025480	0.011633	0.012080	0.004674	0.013503	0.036441	0.027749	0.051567	0.751280
anything	0.007736	0.015854	0.008555	0.034245	0.034253	0.009648	0.003073	0.002387	0.016981	0.018641	0.035028	0.044007	0.769593
.	0.060196	0.054108	0.015119	0.051213	0.072440	0.036092	0.013123	0.017918	0.017049	0.020737	0.034358	0.108864	0.498783
[SEP]	0.096440	0.074200	0.065185	0.091320	0.098240	0.071128	0.062189	0.065256	0.069874	0.062709	0.079169	0.083641	0.080650
