TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.210892	0.060197	0.040888	0.069650	0.092238	0.034165	0.042768	0.050566	0.056945	0.040851	0.079106	0.068547	0.153188
None	0.291273	0.049471	0.030326	0.046766	0.154595	0.011476	0.011563	0.055387	0.021356	0.070644	0.035077	0.064016	0.158051
of	0.484646	0.027094	0.008375	0.052887	0.117543	0.007632	0.020376	0.030240	0.021568	0.023028	0.026889	0.038705	0.141019
it	0.292179	0.074328	0.016388	0.092201	0.217501	0.005450	0.003670	0.023999	0.011935	0.016195	0.051063	0.096006	0.099086
is	0.244373	0.060922	0.005601	0.079235	0.418296	0.001715	0.003538	0.009416	0.004457	0.009245	0.046887	0.041934	0.074381
di	0.463908	0.027968	0.016829	0.038522	0.089870	0.068041	0.040182	0.012456	0.023214	0.008421	0.044342	0.061349	0.104897
##v	0.253608	0.008327	0.036937	0.040394	0.177904	0.020860	0.247493	0.004794	0.013268	0.010608	0.008427	0.073509	0.103871
##vied	0.516868	0.009629	0.043478	0.102945	0.054417	0.024914	0.006576	0.012064	0.016723	0.007942	0.029155	0.127552	0.047737
up	0.539814	0.022738	0.014493	0.085576	0.080504	0.003924	0.013881	0.013869	0.014058	0.005687	0.057931	0.035524	0.112002
among	0.470354	0.033046	0.017004	0.034790	0.154733	0.007465	0.008681	0.009939	0.014348	0.034254	0.004824	0.056012	0.154550
anything	0.332477	0.061234	0.022961	0.094567	0.140405	0.003532	0.006035	0.012685	0.033251	0.009464	0.093881	0.049806	0.139702
.	0.343300	0.040604	0.016539	0.075416	0.151419	0.012877	0.009158	0.023029	0.012863	0.013326	0.054185	0.038282	0.209001
[SEP]	0.738005	0.010226	0.017875	0.019598	0.020125	0.012719	0.012203	0.013351	0.007312	0.005127	0.014701	0.079146	0.049612
