TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.057940	0.011475	0.006112	0.027865	0.021036	0.009938	0.004173	0.004757	0.010035	0.017023	0.013719	0.021356	0.794572
None	0.008391	0.021605	0.026552	0.023708	0.052763	0.016029	0.004581	0.075594	0.048210	0.162775	0.304937	0.146658	0.108197
of	0.012477	0.012060	0.014588	0.014061	0.027342	0.032282	0.009529	0.065633	0.025877	0.065708	0.022800	0.028994	0.668649
it	0.051722	0.016114	0.002271	0.017633	0.022985	0.021325	0.007708	0.039598	0.033805	0.085065	0.045165	0.137124	0.519484
is	0.030248	0.018400	0.003280	0.013747	0.022711	0.024694	0.010856	0.073624	0.084725	0.223208	0.245276	0.092476	0.156756
di	0.003104	0.005675	0.002243	0.006777	0.012130	0.001769	0.001160	0.024201	0.033975	0.173705	0.537543	0.033143	0.164575
##v	0.001830	0.000459	0.000184	0.000439	0.002175	0.000649	0.000686	0.002764	0.003673	0.020822	0.007994	0.004453	0.953872
##vied	0.024784	0.002020	0.000397	0.000932	0.017522	0.007964	0.009775	0.008845	0.015743	0.167344	0.039405	0.131668	0.573601
up	0.016432	0.011252	0.000815	0.007827	0.011881	0.011604	0.008794	0.019863	0.013542	0.082887	0.061377	0.073002	0.680725
among	0.031432	0.004230	0.001006	0.001471	0.016990	0.007325	0.005935	0.009958	0.006057	0.060107	0.019884	0.090015	0.745590
anything	0.006715	0.001399	0.000674	0.000861	0.002345	0.001775	0.000989	0.004278	0.005292	0.023823	0.006153	0.024470	0.921226
.	0.022848	0.011419	0.014885	0.045266	0.033082	0.012414	0.007982	0.016088	0.012489	0.015938	0.018537	0.036759	0.752293
[SEP]	0.016617	0.000501	0.000265	0.000477	0.001352	0.001120	0.000900	0.000506	0.000747	0.001516	0.000871	0.003388	0.971741
