TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.023685	0.018105	0.001237	0.021523	0.011953	0.002197	0.005281	0.005068	0.007019	0.004720	0.051367	0.064526	0.783319
None	0.005133	0.008910	0.001161	0.006590	0.004785	0.001457	0.002490	0.000354	0.000720	0.001226	0.000725	0.008543	0.957905
of	0.068943	0.060165	0.002824	0.024882	0.027036	0.005496	0.001709	0.003633	0.001077	0.002084	0.000889	0.025104	0.776157
it	0.093421	0.408888	0.032121	0.033424	0.027926	0.001788	0.004515	0.002143	0.016628	0.020908	0.001610	0.040117	0.316508
is	0.095000	0.113569	0.063561	0.108971	0.024404	0.006114	0.001888	0.001939	0.007362	0.001323	0.011634	0.084164	0.480071
di	0.042914	0.162145	0.016794	0.162959	0.115454	0.037558	0.003694	0.029133	0.015627	0.006885	0.025912	0.021573	0.359351
##v	0.007179	0.010395	0.006863	0.035662	0.012293	0.117490	0.007282	0.029311	0.015732	0.001422	0.004399	0.006502	0.745471
##vied	0.014039	0.013697	0.001047	0.037475	0.662677	0.006819	0.000893	0.047896	0.046543	0.010095	0.001834	0.016363	0.140622
up	0.008331	0.014026	0.000376	0.022998	0.363026	0.022972	0.007793	0.337170	0.037088	0.012892	0.003229	0.005095	0.165002
among	0.010170	0.004381	0.000193	0.013533	0.114150	0.041919	0.100074	0.130110	0.061104	0.019963	0.013254	0.015018	0.476129
anything	0.017427	0.001626	0.000259	0.011818	0.025823	0.003094	0.007668	0.009196	0.039705	0.675114	0.060019	0.024941	0.123311
.	0.028884	0.003914	0.000274	0.014327	0.047734	0.003575	0.003659	0.005783	0.011635	0.037635	0.132906	0.189766	0.519908
[SEP]	0.003648	0.007111	0.001353	0.006191	0.007189	0.006084	0.004497	0.005290	0.002791	0.002192	0.004657	0.013258	0.935739
