TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.006231	0.094484	0.014262	0.063423	0.119144	0.013478	0.006579	0.025439	0.012995	0.024355	0.072604	0.419249	0.127757
None	0.018050	0.027621	0.005067	0.025153	0.100193	0.014709	0.007296	0.019527	0.028970	0.108507	0.064978	0.349273	0.230656
of	0.009022	0.018034	0.002910	0.019507	0.095880	0.017815	0.007001	0.005634	0.057657	0.303926	0.039174	0.209170	0.214270
it	0.020401	0.031940	0.010029	0.027395	0.106480	0.022144	0.005656	0.012807	0.047960	0.152156	0.023798	0.158198	0.381036
is	0.036908	0.052714	0.003572	0.009959	0.033270	0.020127	0.006426	0.010963	0.022695	0.080153	0.100612	0.262264	0.360337
di	0.040584	0.013808	0.002859	0.004912	0.009264	0.007513	0.002108	0.004227	0.015556	0.053891	0.049349	0.206840	0.589089
##v	0.011225	0.006535	0.005171	0.006622	0.007759	0.002547	0.000924	0.003714	0.010464	0.017705	0.008641	0.010381	0.908311
##vied	0.033639	0.016839	0.008751	0.015347	0.014767	0.025873	0.010134	0.010110	0.071431	0.196962	0.053328	0.029440	0.513379
up	0.021368	0.026737	0.003968	0.009666	0.019605	0.021272	0.005270	0.007942	0.037561	0.089134	0.165561	0.159867	0.432050
among	0.017005	0.025660	0.003089	0.006071	0.009359	0.009604	0.006013	0.001644	0.005103	0.023618	0.201841	0.089670	0.601322
anything	0.016543	0.014464	0.003114	0.005806	0.014348	0.004005	0.002908	0.001226	0.002173	0.025153	0.020889	0.307601	0.581770
.	0.023478	0.030875	0.004773	0.011474	0.027047	0.007218	0.002220	0.006460	0.007365	0.010695	0.026137	0.063605	0.778651
[SEP]	0.031061	0.013552	0.013632	0.021684	0.018254	0.007901	0.004161	0.009403	0.009170	0.010121	0.019009	0.004926	0.837125
