TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.068263	0.001343	0.000804	0.016809	0.022188	0.005107	0.003066	0.016410	0.003427	0.020370	0.012794	0.015827	0.813592
None	0.065443	0.000213	0.000229	0.002697	0.001333	0.000148	0.000344	0.002396	0.001774	0.000756	0.001539	0.025978	0.897149
of	0.040038	0.000827	0.000288	0.009329	0.011499	0.000434	0.000357	0.006477	0.000773	0.001566	0.002110	0.024650	0.901652
it	0.050699	0.007541	0.003617	0.050669	0.017972	0.007089	0.009889	0.057183	0.014957	0.365883	0.022537	0.061278	0.330685
is	0.152430	0.004064	0.003082	0.043803	0.008672	0.002709	0.005923	0.017716	0.005540	0.030527	0.004779	0.071201	0.649553
di	0.056351	0.003466	0.001076	0.005552	0.006995	0.000419	0.001186	0.010691	0.003198	0.003990	0.001919	0.040730	0.864428
##v	0.055222	0.001651	0.003306	0.008917	0.012637	0.003569	0.004996	0.006508	0.007687	0.003287	0.008214	0.036067	0.847938
##vied	0.061938	0.006792	0.001301	0.034168	0.010364	0.004286	0.016328	0.006732	0.008588	0.019772	0.009842	0.020075	0.799813
up	0.083652	0.004075	0.001332	0.066200	0.010583	0.001683	0.006270	0.014436	0.005140	0.025190	0.014486	0.044253	0.722700
among	0.104692	0.000707	0.000313	0.018034	0.003259	0.000563	0.001319	0.008291	0.001754	0.001147	0.005982	0.028251	0.825688
anything	0.079023	0.005206	0.001879	0.019023	0.005189	0.002876	0.002341	0.032771	0.014224	0.024477	0.004809	0.034070	0.774113
.	0.101173	0.003205	0.005328	0.052090	0.155286	0.004278	0.003365	0.011675	0.014616	0.003475	0.020790	0.050027	0.574691
[SEP]	0.152502	0.001227	0.001478	0.003271	0.001982	0.001899	0.002202	0.002456	0.002361	0.002255	0.000976	0.054813	0.772578
