TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.042983	0.010387	0.003163	0.006933	0.078236	0.005872	0.003670	0.009804	0.006491	0.004114	0.020166	0.032771	0.775410
None	0.051180	0.024986	0.016190	0.031899	0.030852	0.048028	0.009053	0.053599	0.067630	0.135418	0.030989	0.067911	0.432265
of	0.042622	0.051021	0.010870	0.008067	0.031520	0.022379	0.015061	0.078503	0.050096	0.028531	0.016148	0.085807	0.559374
it	0.010046	0.030637	0.010394	0.010722	0.060689	0.019267	0.056429	0.372505	0.198869	0.050370	0.025175	0.083997	0.070900
is	0.144162	0.074883	0.027945	0.043887	0.161239	0.024630	0.005943	0.003351	0.022548	0.017653	0.077569	0.154609	0.241583
di	0.071040	0.117723	0.033769	0.054660	0.173923	0.011976	0.014341	0.060740	0.021418	0.054020	0.043989	0.120842	0.221558
##v	0.070651	0.026693	0.006342	0.006726	0.009266	0.010176	0.004698	0.021560	0.008133	0.007104	0.011733	0.040362	0.776557
##vied	0.033427	0.047616	0.037066	0.112134	0.079497	0.061182	0.048501	0.060562	0.049528	0.127909	0.041292	0.047801	0.253485
up	0.048492	0.040256	0.009545	0.048331	0.225841	0.023254	0.013846	0.024775	0.024234	0.027101	0.024834	0.130796	0.358694
among	0.054373	0.051845	0.013016	0.019444	0.039386	0.022522	0.011851	0.062190	0.053887	0.023406	0.005966	0.048299	0.593817
anything	0.033311	0.080504	0.016427	0.006815	0.086520	0.020658	0.026935	0.030951	0.027087	0.055085	0.017024	0.095477	0.503205
.	0.060200	0.058029	0.019053	0.021254	0.216717	0.032933	0.007874	0.004728	0.014199	0.008707	0.040425	0.078066	0.437816
[SEP]	0.001774	0.000997	0.000569	0.000327	0.001013	0.000880	0.000499	0.001174	0.000472	0.000746	0.000225	0.001007	0.990319
