TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.863123	0.000749	0.113440	0.000262	0.000610	0.000861	0.009676	0.002840	0.001249	0.001356	0.000790	0.004529	0.000515
None	0.256168	0.054723	0.047547	0.094624	0.098474	0.035344	0.034176	0.057536	0.035982	0.084313	0.041551	0.072291	0.087271
of	0.040504	0.060465	0.027885	0.091105	0.104880	0.029199	0.004854	0.024202	0.170521	0.127098	0.132721	0.014961	0.171606
it	0.011555	0.186145	0.026574	0.284582	0.035447	0.032935	0.008862	0.055290	0.069984	0.056424	0.124396	0.010020	0.097786
is	0.018182	0.103628	0.015921	0.140839	0.060960	0.034568	0.005932	0.032562	0.116644	0.125252	0.171684	0.007240	0.166588
di	0.189669	0.026809	0.113657	0.018751	0.083546	0.046859	0.115790	0.046023	0.162774	0.046426	0.036376	0.024017	0.089302
##v	0.137012	0.022551	0.168258	0.020784	0.079457	0.078004	0.241513	0.054608	0.033701	0.046922	0.009669	0.041528	0.065991
##vied	0.203816	0.027298	0.049363	0.074636	0.147617	0.104686	0.030490	0.025880	0.052733	0.057685	0.032816	0.012501	0.180480
up	0.048478	0.115883	0.009120	0.109773	0.045008	0.054418	0.008319	0.073371	0.045613	0.066203	0.262643	0.010332	0.150840
among	0.027458	0.117107	0.028325	0.191639	0.080464	0.013277	0.002848	0.020363	0.098337	0.074961	0.113138	0.010762	0.221323
anything	0.060205	0.117437	0.021880	0.054389	0.017847	0.034723	0.013990	0.112127	0.060548	0.064993	0.149287	0.019844	0.272728
.	0.010937	0.015020	0.133304	0.010541	0.024420	0.018730	0.044935	0.034744	0.054541	0.032177	0.028598	0.556425	0.035629
[SEP]	0.148129	0.005807	0.203072	0.004210	0.009217	0.009816	0.080198	0.018277	0.020485	0.007610	0.018064	0.455957	0.019157
