TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.048676	0.056678	0.000533	0.006101	0.067670	0.011688	0.001394	0.022822	0.015370	0.054780	0.081662	0.098166	0.534459
None	0.000006	0.000102	0.992329	0.006290	0.001212	0.000009	0.000000	0.000000	0.000001	0.000006	0.000000	0.000009	0.000035
of	0.000001	0.000127	0.000360	0.999202	0.000259	0.000004	0.000001	0.000001	0.000000	0.000000	0.000040	0.000001	0.000005
it	0.001176	0.000358	0.000023	0.000374	0.990713	0.000354	0.000014	0.000070	0.000022	0.000373	0.000026	0.000501	0.005996
is	0.000600	0.000413	0.000002	0.000311	0.015554	0.506368	0.000260	0.468496	0.001463	0.001506	0.000159	0.000131	0.004735
di	0.000004	0.000008	0.000000	0.000017	0.000023	0.000132	0.964206	0.035555	0.000001	0.000001	0.000002	0.000000	0.000051
##v	0.000001	0.000062	0.000000	0.000001	0.000036	0.000018	0.003414	0.995812	0.000205	0.000177	0.000023	0.000001	0.000250
##vied	0.000599	0.000079	0.000000	0.000038	0.000126	0.000164	0.000000	0.001182	0.871443	0.077427	0.000407	0.000360	0.048176
up	0.000613	0.000038	0.000001	0.000036	0.001945	0.000033	0.000004	0.000613	0.022365	0.961176	0.000562	0.000795	0.011821
among	0.000789	0.000008	0.000000	0.001407	0.000008	0.000008	0.000066	0.000192	0.000407	0.000234	0.988812	0.000432	0.007637
anything	0.005133	0.000026	0.000001	0.000009	0.001408	0.000006	0.000006	0.000005	0.000115	0.002041	0.000668	0.491696	0.498886
.	0.000703	0.000383	0.000001	0.000104	0.000008	0.000001	0.000001	0.000006	0.000007	0.000013	0.000185	0.007365	0.991224
[SEP]	0.123998	0.012547	0.000773	0.006295	0.015405	0.002751	0.003867	0.004007	0.004820	0.008632	0.005007	0.034984	0.776914
