TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.608883	0.007895	0.006949	0.010035	0.024871	0.011490	0.005690	0.025072	0.008263	0.026135	0.014607	0.014106	0.236005
None	0.178715	0.036676	0.072602	0.035454	0.109478	0.026182	0.015728	0.058327	0.036372	0.081786	0.105926	0.080236	0.162516
of	0.324808	0.017444	0.027713	0.010542	0.024196	0.012778	0.005541	0.096760	0.018867	0.026234	0.018397	0.053892	0.362828
it	0.172211	0.092974	0.044402	0.026233	0.111287	0.023381	0.035904	0.157603	0.054714	0.105887	0.058252	0.035502	0.081650
is	0.057552	0.035553	0.008570	0.023178	0.276076	0.008796	0.015025	0.111793	0.024965	0.034790	0.351714	0.027228	0.024761
di	0.259614	0.005993	0.043535	0.008290	0.050808	0.006924	0.006791	0.006509	0.015899	0.021084	0.008843	0.053497	0.512214
##v	0.138635	0.002683	0.118216	0.010803	0.014226	0.030993	0.005742	0.029169	0.006823	0.040467	0.006082	0.191920	0.404240
##vied	0.227682	0.016184	0.069687	0.038680	0.050182	0.025420	0.023955	0.005868	0.034207	0.029931	0.023044	0.143027	0.312134
up	0.417734	0.010425	0.043160	0.022653	0.031309	0.014460	0.006731	0.021013	0.007691	0.036726	0.028853	0.081166	0.278079
among	0.434665	0.012399	0.023290	0.032132	0.037696	0.005481	0.012526	0.038616	0.032028	0.008300	0.026861	0.031993	0.304013
anything	0.245429	0.092767	0.076314	0.045610	0.094591	0.013023	0.005967	0.052034	0.033210	0.064182	0.023188	0.098360	0.155325
.	0.244615	0.019624	0.160214	0.017464	0.012999	0.021064	0.052011	0.033754	0.023318	0.047595	0.016611	0.098086	0.252645
[SEP]	0.346757	0.000894	0.054124	0.005522	0.003857	0.005577	0.003471	0.002528	0.009137	0.004769	0.002165	0.106328	0.454869
