TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.782217	0.024124	0.000262	0.000411	0.000171	0.001985	0.015753	0.002229	0.000768	0.000883	0.000413	0.031248	0.139537
None	0.014041	0.134774	0.051440	0.126237	0.033899	0.026572	0.018123	0.071362	0.065910	0.042409	0.059213	0.029158	0.326863
of	0.009412	0.291189	0.035269	0.034001	0.033851	0.023778	0.008196	0.045385	0.026362	0.289436	0.029607	0.019781	0.153733
it	0.013625	0.039718	0.232705	0.051480	0.053405	0.067766	0.026632	0.072328	0.066716	0.173249	0.057063	0.025174	0.120138
is	0.008006	0.036931	0.268836	0.163159	0.019297	0.066191	0.006159	0.032489	0.043398	0.158353	0.128143	0.011858	0.057180
di	0.048296	0.118612	0.031480	0.040484	0.062093	0.130160	0.255611	0.052424	0.022595	0.022510	0.036988	0.060948	0.117799
##v	0.051344	0.038360	0.014223	0.013201	0.050087	0.488974	0.072611	0.009375	0.012867	0.014424	0.014946	0.016983	0.202606
##vied	0.033798	0.019721	0.006002	0.009835	0.015453	0.537468	0.230205	0.033788	0.005110	0.012258	0.010773	0.021224	0.064363
up	0.019819	0.048570	0.034666	0.036471	0.056450	0.008621	0.015469	0.193270	0.020519	0.247046	0.047142	0.058907	0.213049
among	0.051901	0.160967	0.008607	0.047929	0.021896	0.011788	0.009908	0.166208	0.119785	0.079817	0.074266	0.042116	0.204812
anything	0.009991	0.024859	0.042742	0.016979	0.019726	0.029522	0.021786	0.035433	0.036305	0.611636	0.028359	0.026193	0.096468
.	0.012933	0.044812	0.030140	0.030524	0.022503	0.087269	0.048545	0.016273	0.051451	0.038872	0.044291	0.018620	0.553768
[SEP]	0.042176	0.024161	0.003716	0.005477	0.004162	0.008037	0.018000	0.010078	0.007948	0.006892	0.010873	0.160175	0.698305
