TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.002289	0.013800	0.008994	0.004836	0.080361	0.006850	0.001580	0.002325	0.001369	0.002833	0.010798	0.002360	0.861607
None	0.001393	0.024368	0.006102	0.001665	0.002222	0.001704	0.000898	0.001959	0.000432	0.000509	0.000719	0.001390	0.956640
of	0.001012	0.006223	0.055811	0.010560	0.004330	0.008332	0.002706	0.003002	0.000748	0.000484	0.002001	0.001073	0.903718
it	0.001954	0.006568	0.012707	0.167486	0.002816	0.003150	0.005486	0.002615	0.001415	0.000400	0.028412	0.002765	0.764228
is	0.002308	0.006402	0.007490	0.008100	0.078675	0.020866	0.003930	0.003808	0.002259	0.004169	0.010197	0.007645	0.844152
di	0.002116	0.005686	0.003140	0.004951	0.013083	0.110260	0.004768	0.004432	0.001244	0.000668	0.007136	0.005686	0.836831
##v	0.000304	0.001454	0.000491	0.002521	0.001451	0.003906	0.047471	0.001929	0.000281	0.000064	0.000690	0.000537	0.938900
##vied	0.000272	0.011541	0.003197	0.003297	0.003109	0.005689	0.003694	0.061764	0.001565	0.000293	0.002495	0.000197	0.902887
up	0.002022	0.008746	0.003595	0.004516	0.004593	0.009153	0.003837	0.006665	0.012668	0.003530	0.007795	0.003698	0.929183
among	0.000327	0.002300	0.000898	0.000610	0.003310	0.002299	0.000436	0.002809	0.001859	0.022567	0.003597	0.001002	0.957984
anything	0.000617	0.001670	0.001735	0.016034	0.004779	0.004897	0.000932	0.002089	0.000769	0.000488	0.086736	0.001497	0.877759
.	0.005232	0.010500	0.002763	0.005121	0.023238	0.005845	0.008671	0.008668	0.004308	0.007837	0.017728	0.026049	0.874041
[SEP]	0.000553	0.005275	0.002050	0.002232	0.003991	0.001745	0.006764	0.000886	0.000806	0.000947	0.002331	0.001551	0.970868
