TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.165544	0.016904	0.039524	0.012832	0.036486	0.008728	0.005960	0.034148	0.010314	0.047320	0.005867	0.042326	0.574045
None	0.017020	0.061495	0.029483	0.007857	0.093287	0.005412	0.001347	0.032546	0.027275	0.025540	0.452458	0.039537	0.206742
of	0.038514	0.085833	0.018104	0.012561	0.025456	0.017052	0.005703	0.012247	0.025617	0.037163	0.102513	0.082872	0.536366
it	0.087390	0.092066	0.014758	0.179938	0.111561	0.022026	0.009272	0.009527	0.006331	0.022466	0.063264	0.077381	0.304020
is	0.051911	0.032287	0.018797	0.073043	0.210145	0.018986	0.013048	0.023435	0.026385	0.019003	0.063008	0.209294	0.240657
di	0.019907	0.004307	0.019775	0.010941	0.025649	0.003005	0.029767	0.028321	0.044581	0.028799	0.073580	0.071891	0.639476
##v	0.123390	0.009665	0.016014	0.009058	0.027827	0.020490	0.011593	0.034584	0.062374	0.030051	0.015004	0.093916	0.546035
##vied	0.038152	0.019335	0.006489	0.042958	0.016330	0.024660	0.046715	0.011570	0.031327	0.039387	0.142893	0.075391	0.504794
up	0.038645	0.029507	0.014469	0.036619	0.028415	0.008874	0.006630	0.028089	0.014677	0.061691	0.090889	0.037036	0.604460
among	0.023279	0.087457	0.061216	0.018070	0.018592	0.039499	0.006587	0.138680	0.081342	0.054918	0.036819	0.034474	0.399069
anything	0.018228	0.117595	0.027818	0.033669	0.082083	0.015473	0.002692	0.072381	0.017438	0.021415	0.012735	0.014501	0.563970
.	0.093066	0.085227	0.010999	0.008616	0.051403	0.016215	0.003975	0.028699	0.023265	0.023409	0.011577	0.038259	0.605289
[SEP]	0.006628	0.000728	0.000550	0.000511	0.000788	0.000331	0.000748	0.000567	0.000449	0.000759	0.000657	0.001064	0.986220
