TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.473250	0.095067	0.035706	0.061663	0.047927	0.039090	0.020023	0.022799	0.026326	0.046513	0.066031	0.034803	0.030802
None	0.059321	0.157774	0.206708	0.168428	0.144790	0.050089	0.051257	0.052501	0.043191	0.033079	0.011025	0.013847	0.007990
of	0.004921	0.390671	0.091098	0.163126	0.133352	0.049519	0.030699	0.030962	0.050886	0.024261	0.013150	0.008382	0.008972
it	0.007300	0.341582	0.246820	0.136739	0.072161	0.039315	0.069693	0.020207	0.031599	0.016657	0.008690	0.005297	0.003940
is	0.001735	0.263614	0.158792	0.395215	0.031731	0.039800	0.045519	0.015259	0.012103	0.014589	0.013179	0.006617	0.001847
di	0.035836	0.209260	0.159853	0.165104	0.148190	0.113217	0.043781	0.042287	0.049603	0.015960	0.008344	0.006039	0.002525
##v	0.070072	0.243276	0.062404	0.101568	0.084648	0.208636	0.024790	0.055834	0.061797	0.056937	0.015918	0.009628	0.004492
##vied	0.025017	0.073140	0.066338	0.068994	0.184780	0.140176	0.154190	0.019859	0.113557	0.101456	0.027716	0.016558	0.008218
up	0.007155	0.175343	0.045478	0.083499	0.065531	0.078303	0.146227	0.120349	0.027095	0.155392	0.067899	0.022477	0.005250
among	0.019935	0.115933	0.027418	0.080736	0.105899	0.061057	0.057383	0.104534	0.188385	0.068208	0.059301	0.091608	0.019604
anything	0.024963	0.101742	0.027176	0.036455	0.061635	0.042117	0.050441	0.044886	0.229226	0.216654	0.053726	0.072837	0.038141
.	0.001914	0.075273	0.035294	0.018411	0.029362	0.043394	0.088493	0.068786	0.083284	0.288028	0.138340	0.090976	0.038444
[SEP]	0.020885	0.120723	0.092690	0.053560	0.023003	0.024822	0.034507	0.047158	0.066400	0.151999	0.152919	0.181059	0.030275
