TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.031823	0.090896	0.068837	0.074029	0.049442	0.062314	0.034650	0.087735	0.065987	0.128940	0.084279	0.181719	0.039350
None	0.214630	0.124074	0.053171	0.046784	0.060574	0.049289	0.046065	0.025854	0.070038	0.047328	0.100699	0.032310	0.129186
of	0.087976	0.097129	0.076532	0.048203	0.065438	0.047964	0.096668	0.027388	0.056303	0.065780	0.071577	0.061152	0.197890
it	0.098472	0.094078	0.055192	0.088698	0.082338	0.050728	0.065711	0.020743	0.043056	0.029679	0.069790	0.083249	0.218267
is	0.051669	0.151680	0.071431	0.075931	0.066135	0.057308	0.121629	0.049330	0.045856	0.050140	0.123354	0.030091	0.105447
di	0.106683	0.199344	0.035381	0.061982	0.048328	0.078616	0.057839	0.038031	0.063253	0.047552	0.139226	0.033187	0.090578
##v	0.228937	0.081184	0.045920	0.046948	0.038676	0.040424	0.030793	0.044398	0.065630	0.055081	0.144584	0.036541	0.140883
##vied	0.301491	0.070607	0.040040	0.063702	0.072236	0.043959	0.030790	0.026564	0.065478	0.073735	0.077912	0.032787	0.100699
up	0.085046	0.131472	0.056390	0.071858	0.111102	0.041093	0.064927	0.023224	0.044373	0.036245	0.094714	0.084406	0.155150
among	0.099209	0.064834	0.029683	0.065796	0.110708	0.070163	0.070224	0.040089	0.123562	0.059439	0.128965	0.039583	0.097746
anything	0.205909	0.091254	0.039606	0.062253	0.096637	0.041605	0.050605	0.023099	0.060908	0.033807	0.060943	0.077986	0.155387
.	0.054618	0.094740	0.063029	0.066463	0.061528	0.044073	0.095624	0.032198	0.049625	0.070944	0.071304	0.107097	0.188758
[SEP]	0.057167	0.117438	0.058752	0.137733	0.087236	0.053985	0.065917	0.024895	0.058964	0.024871	0.060013	0.074855	0.178174
