TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.149335	0.005615	0.003319	0.026995	0.065821	0.013716	0.008768	0.042870	0.047764	0.022838	0.007396	0.008864	0.596699
None	0.054721	0.054358	0.012298	0.497297	0.059549	0.038893	0.001663	0.094579	0.053779	0.021122	0.033067	0.018023	0.060652
of	0.003272	0.001774	0.001117	0.978497	0.007023	0.000237	0.000080	0.000445	0.001637	0.000541	0.000220	0.000835	0.004321
it	0.025145	0.008276	0.004540	0.042182	0.032611	0.040002	0.002301	0.432286	0.109875	0.028882	0.021650	0.021879	0.230372
is	0.009329	0.001230	0.000317	0.004964	0.001075	0.012999	0.001793	0.585931	0.294332	0.073465	0.003074	0.005474	0.006018
di	0.017654	0.010010	0.001496	0.014114	0.002714	0.012628	0.016170	0.056258	0.251495	0.034283	0.004204	0.010450	0.568523
##v	0.001004	0.002025	0.000615	0.000193	0.000088	0.000107	0.000296	0.000035	0.000298	0.000272	0.003421	0.000753	0.990894
##vied	0.015920	0.010340	0.047034	0.123333	0.007963	0.006765	0.023540	0.004973	0.065097	0.021000	0.028608	0.052986	0.592441
up	0.035936	0.017953	0.007802	0.051219	0.012011	0.005755	0.011390	0.005753	0.042942	0.115700	0.060444	0.054234	0.578861
among	0.058509	0.009113	0.002189	0.025392	0.003652	0.003952	0.003042	0.000939	0.006474	0.024379	0.184706	0.156846	0.520806
anything	0.016394	0.006356	0.001287	0.001027	0.006575	0.027951	0.001796	0.010739	0.011580	0.030229	0.105878	0.038119	0.742071
.	0.026978	0.006048	0.008831	0.027969	0.049875	0.006653	0.003109	0.007922	0.008910	0.014849	0.005341	0.009658	0.823859
[SEP]	0.000974	0.000101	0.000273	0.000444	0.000313	0.000059	0.000107	0.000083	0.000277	0.000170	0.000323	0.000301	0.996575
