TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.016230	0.022220	0.006101	0.095811	0.012392	0.003932	0.016937	0.021053	0.011140	0.005925	0.015812	0.006218	0.766228
None	0.009500	0.019785	0.004855	0.041112	0.013561	0.000508	0.000604	0.000941	0.001041	0.002570	0.001209	0.017251	0.887063
of	0.007108	0.033002	0.004004	0.020731	0.016299	0.000309	0.000900	0.000314	0.000376	0.001689	0.001404	0.022984	0.890880
it	0.024776	0.109963	0.030950	0.073424	0.034451	0.002794	0.001285	0.010781	0.008025	0.019042	0.007181	0.038659	0.638670
is	0.009091	0.579397	0.170985	0.138898	0.006107	0.003024	0.000976	0.008748	0.007260	0.011253	0.001661	0.009715	0.052885
di	0.027128	0.163319	0.090329	0.138996	0.071854	0.006371	0.003477	0.021037	0.009568	0.023573	0.005385	0.018390	0.420572
##v	0.004327	0.002092	0.003030	0.004194	0.007731	0.000443	0.000334	0.000912	0.000337	0.000302	0.000876	0.002611	0.972812
##vied	0.011286	0.183343	0.098751	0.255481	0.210855	0.018086	0.003017	0.010194	0.006577	0.007157	0.001026	0.007213	0.187016
up	0.014277	0.140021	0.052465	0.457016	0.122077	0.103755	0.017970	0.028718	0.011737	0.009669	0.000829	0.004715	0.036751
among	0.003818	0.124371	0.017015	0.457985	0.240924	0.052080	0.006614	0.025015	0.018862	0.005493	0.002324	0.005797	0.039702
anything	0.007990	0.028495	0.002073	0.043819	0.100233	0.029754	0.028942	0.116353	0.045133	0.159523	0.039462	0.015667	0.382555
.	0.003939	0.053503	0.009441	0.060790	0.088481	0.023414	0.018041	0.077864	0.042716	0.145535	0.240275	0.012812	0.223191
[SEP]	0.009939	0.001608	0.001002	0.001954	0.003256	0.001884	0.003832	0.001143	0.000683	0.001233	0.002209	0.005730	0.965527
