TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.015140	0.008756	0.004277	0.036769	0.013676	0.010527	0.011403	0.019323	0.031489	0.016351	0.010790	0.031218	0.790282
None	0.031488	0.021853	0.002962	0.006919	0.002655	0.000651	0.000435	0.000332	0.000193	0.000459	0.000303	0.043941	0.887809
of	0.011211	0.867891	0.001921	0.001020	0.000271	0.004033	0.000045	0.000128	0.000223	0.000741	0.000879	0.006953	0.104682
it	0.050570	0.235373	0.384811	0.010069	0.006507	0.028392	0.000809	0.000564	0.000710	0.002243	0.001213	0.016272	0.262467
is	0.019742	0.222392	0.411827	0.028171	0.056290	0.004857	0.000890	0.002319	0.002170	0.002792	0.002094	0.009165	0.237291
di	0.046079	0.013410	0.008532	0.021132	0.085214	0.018462	0.011196	0.033737	0.002727	0.001271	0.000379	0.009797	0.748065
##v	0.010743	0.000178	0.001257	0.008904	0.007611	0.089292	0.022028	0.010655	0.000371	0.001101	0.000070	0.002590	0.845201
##vied	0.002484	0.000333	0.001138	0.006658	0.001178	0.589757	0.274397	0.003012	0.000420	0.000256	0.000279	0.002316	0.117773
up	0.000725	0.001081	0.000230	0.001283	0.003781	0.007136	0.027907	0.922302	0.002911	0.004317	0.000344	0.000233	0.027750
among	0.001549	0.001539	0.000479	0.003824	0.006539	0.010753	0.053031	0.621225	0.091957	0.022068	0.003050	0.001520	0.182465
anything	0.006225	0.012984	0.000609	0.002762	0.008317	0.022645	0.003658	0.020654	0.007568	0.530081	0.008481	0.029128	0.346889
.	0.021941	0.004451	0.000179	0.001009	0.017953	0.017630	0.003966	0.003308	0.015311	0.021224	0.069879	0.118397	0.704752
[SEP]	0.027395	0.002109	0.001773	0.004559	0.005814	0.001786	0.003293	0.005110	0.002023	0.003580	0.001309	0.027138	0.914111
