TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.474901	0.042973	0.049708	0.034543	0.046064	0.019033	0.017831	0.049985	0.030174	0.058447	0.036638	0.062457	0.077247
None	0.650511	0.002888	0.015710	0.065472	0.058005	0.005386	0.006556	0.021482	0.026206	0.026662	0.015649	0.049728	0.055745
of	0.737104	0.013860	0.018407	0.025076	0.016641	0.008896	0.004196	0.018009	0.013731	0.017887	0.021118	0.026209	0.078866
it	0.483330	0.049263	0.019698	0.011518	0.048081	0.012608	0.004426	0.036838	0.024986	0.072824	0.014146	0.039547	0.182735
is	0.402967	0.058080	0.017687	0.018259	0.025668	0.021465	0.021045	0.117223	0.033034	0.034886	0.032167	0.073448	0.144072
di	0.895164	0.007148	0.011880	0.004096	0.014717	0.001859	0.004530	0.005390	0.003488	0.007774	0.002892	0.010078	0.030984
##v	0.833814	0.013777	0.014719	0.006056	0.031661	0.007962	0.000302	0.008215	0.006562	0.030192	0.009140	0.011614	0.025986
##vied	0.780438	0.003600	0.008113	0.010234	0.057889	0.002724	0.000597	0.000655	0.006789	0.005959	0.003167	0.013106	0.106729
up	0.467476	0.022875	0.037540	0.092904	0.029847	0.017297	0.002360	0.047049	0.012773	0.030107	0.030709	0.044227	0.164837
among	0.447257	0.026386	0.012520	0.144359	0.039526	0.012418	0.010622	0.014478	0.023306	0.000462	0.100526	0.038004	0.130137
anything	0.290816	0.036748	0.053313	0.034457	0.032106	0.018563	0.014409	0.073573	0.047405	0.101706	0.002576	0.081627	0.212701
.	0.533601	0.045205	0.022970	0.055998	0.055335	0.008325	0.004741	0.039888	0.016566	0.049097	0.056376	0.032279	0.079619
[SEP]	0.413066	0.030711	0.074788	0.049419	0.034847	0.042008	0.036841	0.048856	0.032436	0.032989	0.037489	0.062937	0.103612
