TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.098917	0.034436	0.012167	0.015034	0.035239	0.006291	0.010626	0.024383	0.004625	0.014325	0.027345	0.015006	0.701605
None	0.010305	0.090698	0.013843	0.011346	0.085882	0.043513	0.003659	0.105775	0.095849	0.189560	0.120219	0.033512	0.195838
of	0.011380	0.089830	0.028412	0.070964	0.055975	0.033192	0.003302	0.070747	0.046182	0.140077	0.017961	0.015123	0.416854
it	0.020663	0.113544	0.013669	0.037450	0.037905	0.029569	0.002785	0.040374	0.026785	0.030554	0.042953	0.070096	0.533652
is	0.012462	0.147534	0.010935	0.010793	0.013001	0.024074	0.008385	0.053817	0.078897	0.111226	0.336416	0.029247	0.163214
di	0.016197	0.046194	0.003136	0.020715	0.012577	0.007299	0.011450	0.234679	0.105867	0.166008	0.157619	0.015334	0.202925
##v	0.025785	0.023784	0.018093	0.025027	0.005412	0.001465	0.001312	0.032586	0.038429	0.051697	0.005496	0.001750	0.769164
##vied	0.008085	0.019426	0.018221	0.050101	0.015777	0.003970	0.004687	0.017695	0.148164	0.217221	0.029156	0.014820	0.452678
up	0.012598	0.033239	0.008736	0.023407	0.026222	0.011924	0.006345	0.087550	0.045297	0.271279	0.104622	0.030521	0.338258
among	0.003314	0.006467	0.002635	0.016790	0.007704	0.007870	0.001112	0.009147	0.007482	0.038351	0.592985	0.022833	0.283310
anything	0.021794	0.041161	0.007303	0.034236	0.066379	0.057788	0.006596	0.071798	0.012920	0.045334	0.035808	0.048445	0.550438
.	0.115325	0.129553	0.018100	0.046806	0.045969	0.019851	0.004109	0.084031	0.006498	0.016966	0.021368	0.006072	0.485352
[SEP]	0.012802	0.002944	0.001618	0.003270	0.004372	0.001464	0.000718	0.002523	0.001656	0.002713	0.003328	0.003384	0.959208
