TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.120457	0.005817	0.005350	0.002987	0.026007	0.012199	0.005819	0.011140	0.020420	0.048770	0.016440	0.018247	0.706347
None	0.012558	0.009739	0.015465	0.007939	0.036381	0.017547	0.005334	0.014486	0.017381	0.058258	0.030776	0.038899	0.735236
of	0.010323	0.029439	0.008602	0.009585	0.121621	0.021313	0.010463	0.024077	0.062549	0.282000	0.047233	0.018574	0.354219
it	0.004284	0.013581	0.015781	0.004562	0.049324	0.014589	0.006366	0.017044	0.024787	0.169050	0.042195	0.014725	0.623712
is	0.008734	0.046995	0.037667	0.012934	0.280652	0.049971	0.018316	0.013517	0.107295	0.110963	0.069363	0.031335	0.212258
di	0.024880	0.015746	0.014321	0.008859	0.021375	0.004611	0.014602	0.115418	0.021862	0.075285	0.022106	0.082350	0.578584
##v	0.012141	0.006492	0.025857	0.005942	0.020351	0.009159	0.002257	0.032056	0.015069	0.070727	0.006242	0.054845	0.738863
##vied	0.006329	0.001305	0.007995	0.002191	0.011010	0.003188	0.003183	0.002875	0.002816	0.020945	0.003139	0.036854	0.898169
up	0.001868	0.001762	0.009832	0.001963	0.005159	0.001818	0.004864	0.002237	0.002035	0.011123	0.003761	0.014854	0.938724
among	0.029445	0.017276	0.040292	0.009192	0.064918	0.015944	0.010263	0.012126	0.025611	0.042857	0.031363	0.047656	0.653057
anything	0.009733	0.006130	0.021952	0.004547	0.035405	0.015675	0.004705	0.008652	0.013689	0.096220	0.010560	0.049716	0.723016
.	0.010319	0.032154	0.018604	0.011844	0.180182	0.011075	0.011964	0.024115	0.072586	0.126777	0.045021	0.049592	0.405766
[SEP]	0.005221	0.000502	0.001689	0.000587	0.003560	0.000660	0.000389	0.002393	0.001908	0.005395	0.000712	0.011662	0.965321
