TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.054630	0.012843	0.004509	0.014204	0.020056	0.001491	0.000361	0.001876	0.003383	0.002521	0.001311	0.007007	0.875807
None	0.039015	0.032508	0.050246	0.191386	0.273006	0.017341	0.001306	0.006197	0.005422	0.003078	0.002011	0.022269	0.356215
of	0.022168	0.036638	0.003296	0.217055	0.558876	0.006466	0.001363	0.004335	0.003170	0.001198	0.000497	0.014571	0.130365
it	0.037063	0.007672	0.004014	0.009908	0.472532	0.064594	0.010439	0.066650	0.034633	0.044804	0.003617	0.017868	0.226207
is	0.036696	0.002582	0.000315	0.003412	0.017947	0.054588	0.011071	0.542399	0.191950	0.049704	0.028056	0.010183	0.051098
di	0.010315	0.000445	0.000141	0.002330	0.041316	0.002389	0.019869	0.712757	0.066930	0.029568	0.006916	0.007750	0.099275
##v	0.008036	0.000599	0.000062	0.001632	0.009171	0.000561	0.000723	0.004419	0.020178	0.005405	0.009367	0.017079	0.922767
##vied	0.026264	0.000625	0.000036	0.001069	0.011075	0.002864	0.000587	0.003810	0.065535	0.190609	0.043722	0.024399	0.629405
up	0.010372	0.000465	0.000030	0.000848	0.009557	0.001567	0.000828	0.007483	0.014309	0.569812	0.086207	0.022714	0.275808
among	0.033231	0.002181	0.000110	0.001343	0.000781	0.001614	0.001146	0.003740	0.012640	0.016216	0.227915	0.060262	0.638820
anything	0.007887	0.000049	0.000032	0.000251	0.001339	0.000502	0.000254	0.000332	0.001234	0.005264	0.001697	0.318586	0.662573
.	0.030000	0.007252	0.001446	0.002720	0.003819	0.000363	0.000361	0.001033	0.002420	0.004671	0.005565	0.070225	0.870124
[SEP]	0.011477	0.003654	0.002595	0.011456	0.007908	0.001151	0.002223	0.001073	0.002329	0.005767	0.006324	0.030945	0.913099
