TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.091810	0.013614	0.002022	0.021271	0.084183	0.004873	0.004152	0.001606	0.003800	0.006611	0.044719	0.067214	0.654126
None	0.075532	0.049843	0.004312	0.008380	0.094625	0.018861	0.013872	0.047771	0.025006	0.031167	0.174129	0.118721	0.337781
of	0.116223	0.068668	0.033585	0.020768	0.052243	0.026598	0.023125	0.020181	0.031166	0.048430	0.027934	0.058362	0.472717
it	0.128268	0.043813	0.007272	0.030803	0.069468	0.015823	0.010377	0.022180	0.016820	0.093434	0.037118	0.087201	0.437423
is	0.164364	0.055183	0.005080	0.012718	0.041932	0.010605	0.008271	0.009327	0.008950	0.077670	0.055307	0.156839	0.393753
di	0.045988	0.012160	0.001825	0.004417	0.010523	0.004408	0.003337	0.031196	0.007259	0.046024	0.026496	0.050577	0.755788
##v	0.028588	0.005545	0.001118	0.005077	0.008062	0.004998	0.006242	0.009618	0.001489	0.010868	0.011562	0.013391	0.893442
##vied	0.031228	0.010672	0.000494	0.004575	0.015271	0.003830	0.002115	0.003256	0.006400	0.006170	0.021643	0.026623	0.867721
up	0.020601	0.013776	0.001136	0.007349	0.006167	0.001818	0.001376	0.003785	0.004099	0.005517	0.013180	0.013567	0.907629
among	0.055834	0.013277	0.000965	0.007037	0.006951	0.001484	0.002718	0.004343	0.008900	0.015824	0.008862	0.009581	0.864223
anything	0.088375	0.006795	0.001630	0.009566	0.003408	0.000874	0.003821	0.001648	0.001969	0.001362	0.008853	0.040952	0.830746
.	0.142500	0.070041	0.011154	0.055086	0.198185	0.007579	0.010885	0.006069	0.011644	0.023028	0.038293	0.080877	0.344660
[SEP]	0.027960	0.003354	0.000972	0.001469	0.003389	0.001664	0.002864	0.003018	0.000814	0.002385	0.001131	0.006461	0.944520
