TOKEN	[CLS]	None	of	it	is	di	##v	##vied	up	among	anything	.	[SEP]
[CLS]	0.018536	0.013669	0.113919	0.058469	0.187039	0.051057	0.023698	0.004857	0.044206	0.012909	0.010551	0.094856	0.366234
None	0.049519	0.014795	0.058777	0.346563	0.062875	0.036404	0.049977	0.027652	0.066532	0.034095	0.069462	0.068179	0.115170
of	0.022406	0.017146	0.076466	0.079362	0.224982	0.066432	0.023235	0.034920	0.088674	0.130044	0.045806	0.045534	0.144993
it	0.038876	0.058589	0.077177	0.038654	0.234919	0.063832	0.009254	0.038424	0.072966	0.076275	0.079122	0.136195	0.075717
is	0.011187	0.060112	0.079584	0.053514	0.122497	0.061631	0.018998	0.047644	0.111417	0.101292	0.097986	0.123209	0.110929
di	0.166231	0.011558	0.120988	0.110548	0.095709	0.022259	0.009684	0.012422	0.062476	0.027220	0.094401	0.048725	0.217778
##v	0.092481	0.011945	0.090847	0.049340	0.078099	0.047434	0.014986	0.046896	0.118186	0.039410	0.115789	0.048240	0.246347
##vied	0.336116	0.060898	0.040582	0.043288	0.005630	0.018135	0.018896	0.020009	0.067399	0.071310	0.072976	0.015533	0.229230
up	0.026500	0.030189	0.033167	0.090271	0.025525	0.016427	0.012641	0.054045	0.038252	0.261719	0.157704	0.023044	0.230515
among	0.167097	0.046293	0.067149	0.075746	0.059565	0.019340	0.012075	0.020538	0.145773	0.034618	0.079157	0.057412	0.215236
anything	0.381239	0.059290	0.063360	0.033605	0.024145	0.017710	0.007668	0.010603	0.043134	0.101203	0.014347	0.032190	0.211508
.	0.000393	0.005351	0.045423	0.123398	0.387843	0.023255	0.009546	0.005895	0.027663	0.029439	0.027446	0.218717	0.095631
[SEP]	0.005308	0.020939	0.007712	0.011946	0.004395	0.006102	0.020478	0.005396	0.006726	0.003244	0.003499	0.051320	0.852934
