TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.205350	0.004422	0.003954	0.009325	0.055550	0.015410	0.011758	0.013543	0.012557	0.093267	0.036541	0.057238	0.481084
None	0.016888	0.080413	0.024367	0.064833	0.017442	0.095627	0.026350	0.023709	0.005405	0.018209	0.022802	0.206454	0.397499
of	0.025420	0.071738	0.029741	0.091405	0.038196	0.068179	0.021795	0.024072	0.017303	0.013960	0.048543	0.147451	0.402198
the	0.028492	0.060322	0.026634	0.148392	0.047999	0.082977	0.031415	0.063713	0.018380	0.048108	0.050576	0.199661	0.193332
kids	0.035481	0.081089	0.037271	0.134464	0.180097	0.017850	0.010173	0.034031	0.017350	0.034332	0.020214	0.073045	0.324605
will	0.014028	0.018653	0.008885	0.035164	0.053597	0.149164	0.076856	0.069534	0.031131	0.012486	0.056929	0.165950	0.307623
be	0.018074	0.014353	0.004057	0.017291	0.046290	0.088909	0.059602	0.109649	0.040709	0.016517	0.059746	0.159391	0.365412
going	0.016677	0.019143	0.001607	0.007407	0.081605	0.027704	0.031068	0.090676	0.084240	0.086563	0.169589	0.075490	0.308232
to	0.017246	0.006816	0.003117	0.009798	0.033005	0.021376	0.033311	0.080673	0.230362	0.153253	0.066374	0.052119	0.292549
college	0.024877	0.007982	0.001237	0.006173	0.032235	0.009013	0.016443	0.070087	0.072634	0.072433	0.084378	0.040247	0.562261
yet	0.012491	0.014514	0.002235	0.004090	0.011906	0.044906	0.036086	0.019261	0.021458	0.048354	0.187602	0.119110	0.477987
.	0.034343	0.019908	0.003877	0.013966	0.024473	0.042501	0.018120	0.015104	0.015662	0.068111	0.061418	0.128586	0.553933
[SEP]	0.020761	0.003664	0.000316	0.000894	0.002132	0.004092	0.001799	0.001702	0.000983	0.004445	0.008051	0.027257	0.923903
