TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.053620	0.021837	0.016453	0.025505	0.009071	0.027549	0.010130	0.002149	0.008331	0.015102	0.011793	0.098750	0.699711
None	0.052680	0.007732	0.039466	0.032060	0.008828	0.019805	0.000806	0.001467	0.002816	0.012528	0.017782	0.108068	0.695964
of	0.061767	0.314426	0.004006	0.014762	0.001556	0.003489	0.015835	0.000627	0.000654	0.000427	0.000931	0.093215	0.488305
the	0.055074	0.165427	0.026932	0.038257	0.007688	0.007206	0.015952	0.009424	0.014646	0.012274	0.012415	0.108652	0.526052
kids	0.060305	0.017634	0.002349	0.224976	0.012938	0.002145	0.009797	0.001899	0.002918	0.011346	0.001080	0.101001	0.551612
will	0.038079	0.078118	0.026079	0.029580	0.009805	0.018405	0.083243	0.003307	0.003985	0.020681	0.077122	0.215837	0.395758
be	0.062272	0.001114	0.009127	0.018500	0.001885	0.586089	0.002236	0.006137	0.017741	0.001950	0.094996	0.070481	0.127472
going	0.055926	0.000504	0.000636	0.008907	0.001127	0.030873	0.025290	0.001099	0.492664	0.035406	0.002540	0.061306	0.283721
to	0.077597	0.002064	0.001512	0.007096	0.003817	0.004380	0.052816	0.375543	0.012773	0.036168	0.035834	0.107862	0.282539
college	0.041791	0.000174	0.000110	0.004060	0.093574	0.002442	0.008296	0.182926	0.033977	0.012163	0.013862	0.043739	0.562885
yet	0.020940	0.561891	0.018935	0.102130	0.000074	0.008696	0.041453	0.000066	0.000423	0.009095	0.001856	0.097453	0.136989
.	0.071476	0.019549	0.022100	0.013233	0.012034	0.072391	0.021448	0.011956	0.020106	0.023503	0.051748	0.105629	0.554829
[SEP]	0.033625	0.005037	0.005744	0.016608	0.016622	0.020611	0.012766	0.008432	0.010432	0.036624	0.010381	0.043219	0.779899
