TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.117516	0.165265	0.044738	0.042207	0.141217	0.088701	0.073954	0.063125	0.031381	0.047829	0.086194	0.032776	0.065097
None	0.018354	0.049091	0.036769	0.042419	0.257246	0.169563	0.050072	0.109547	0.020874	0.048853	0.071733	0.101848	0.023631
of	0.030293	0.123750	0.075724	0.073494	0.105123	0.114353	0.077315	0.104989	0.052856	0.034305	0.107289	0.067489	0.033021
the	0.020247	0.133891	0.046850	0.078537	0.131586	0.097935	0.063910	0.148874	0.025396	0.086494	0.092996	0.045476	0.027808
kids	0.082072	0.232230	0.038032	0.047814	0.012995	0.070959	0.074829	0.124823	0.030276	0.045601	0.142288	0.066834	0.031247
will	0.091798	0.130269	0.041156	0.019593	0.146547	0.031811	0.056839	0.091789	0.033910	0.167251	0.092814	0.027440	0.068782
be	0.057753	0.120068	0.035165	0.030762	0.143800	0.085738	0.046902	0.141682	0.026688	0.092732	0.111665	0.048420	0.058626
going	0.051308	0.177747	0.042235	0.035225	0.082048	0.091340	0.067724	0.048149	0.041341	0.106200	0.154935	0.050602	0.051146
to	0.017865	0.119230	0.065131	0.092354	0.111297	0.109093	0.096014	0.060460	0.044290	0.048712	0.097582	0.098586	0.039387
college	0.037351	0.141458	0.052357	0.094348	0.032248	0.094654	0.112469	0.058909	0.059653	0.002298	0.060067	0.188223	0.065963
yet	0.090509	0.102399	0.061370	0.042799	0.123301	0.097706	0.050449	0.092794	0.065304	0.088586	0.078547	0.059574	0.046662
.	0.007967	0.238688	0.042026	0.035535	0.080247	0.085140	0.064888	0.091158	0.018386	0.043416	0.196202	0.079140	0.017207
[SEP]	0.010113	0.040152	0.135697	0.184584	0.047864	0.075727	0.126370	0.049730	0.084617	0.032941	0.058642	0.143752	0.009811
