TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.013898	0.024117	0.008954	0.031204	0.027337	0.169157	0.011959	0.005282	0.000943	0.008087	0.008220	0.214104	0.476737
None	0.034933	0.006632	0.003112	0.019152	0.011040	0.102032	0.003943	0.002003	0.001348	0.008186	0.007673	0.041437	0.758509
of	0.029758	0.023903	0.004988	0.043312	0.019690	0.355280	0.009158	0.006409	0.001539	0.007632	0.010462	0.123859	0.364011
the	0.023742	0.024817	0.009347	0.073488	0.015773	0.551748	0.013845	0.006403	0.003334	0.010897	0.022726	0.163353	0.080525
kids	0.056920	0.021048	0.011182	0.073296	0.020686	0.115886	0.023302	0.012632	0.006624	0.010510	0.023293	0.142049	0.482572
will	0.035094	0.021240	0.011762	0.064117	0.010736	0.569747	0.010422	0.003305	0.003133	0.013216	0.041661	0.124004	0.091564
be	0.027022	0.007812	0.002868	0.017143	0.011949	0.053583	0.006406	0.003841	0.001203	0.008045	0.007526	0.035779	0.816823
going	0.031185	0.023760	0.006490	0.030419	0.018323	0.071863	0.015018	0.006940	0.001243	0.004237	0.015742	0.048787	0.725991
to	0.014249	0.010657	0.002314	0.008840	0.005903	0.027429	0.007246	0.002713	0.000339	0.000943	0.005352	0.020057	0.893958
college	0.027275	0.025322	0.006393	0.028156	0.013242	0.035561	0.010632	0.003453	0.000571	0.001903	0.006487	0.059885	0.781121
yet	0.041126	0.040287	0.018509	0.063212	0.039062	0.213226	0.014973	0.009134	0.002832	0.012996	0.024895	0.173178	0.346570
.	0.143220	0.079893	0.027894	0.085373	0.028139	0.260368	0.027226	0.015561	0.005729	0.043496	0.077920	0.138061	0.067120
[SEP]	0.029267	0.002205	0.000816	0.003923	0.008503	0.006241	0.000693	0.000771	0.000243	0.002821	0.001434	0.003708	0.939374
