TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.101593	0.045308	0.016158	0.025175	0.090394	0.071220	0.015296	0.094929	0.075677	0.275996	0.036871	0.054792	0.096590
None	0.149831	0.037364	0.010558	0.031846	0.065565	0.068176	0.036528	0.033720	0.014301	0.017004	0.049746	0.043267	0.442093
of	0.335733	0.013073	0.003610	0.018967	0.054752	0.023448	0.010918	0.012917	0.003006	0.010285	0.006753	0.023821	0.482717
the	0.437092	0.021838	0.005841	0.014108	0.051622	0.042142	0.016004	0.027271	0.010095	0.040984	0.006527	0.058175	0.268303
kids	0.250740	0.027911	0.015667	0.096728	0.063480	0.077536	0.008667	0.008184	0.001595	0.021642	0.006841	0.061878	0.359132
will	0.317873	0.117182	0.007062	0.014810	0.036994	0.035017	0.039297	0.007709	0.003127	0.010169	0.022651	0.099843	0.288267
be	0.276227	0.082618	0.007608	0.022514	0.016217	0.156246	0.019155	0.009470	0.003641	0.008269	0.037585	0.027245	0.333204
going	0.298869	0.030840	0.001586	0.012564	0.026933	0.052779	0.012817	0.003640	0.002025	0.010676	0.043572	0.036262	0.467437
to	0.236376	0.026338	0.001436	0.009896	0.007315	0.029264	0.012610	0.002656	0.000362	0.001247	0.037029	0.014900	0.620570
college	0.108847	0.092089	0.011141	0.055739	0.154408	0.046820	0.010275	0.018632	0.003659	0.024339	0.005205	0.071780	0.397065
yet	0.152184	0.166660	0.024534	0.046343	0.012136	0.027144	0.038055	0.023549	0.020199	0.004287	0.018654	0.014992	0.451264
.	0.160295	0.089608	0.009520	0.035586	0.094542	0.145165	0.030093	0.034633	0.018349	0.045269	0.039424	0.083914	0.213603
[SEP]	0.277637	0.105030	0.041602	0.068773	0.062730	0.051024	0.025985	0.025225	0.034870	0.021461	0.027420	0.135827	0.122416
