TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.002257	0.141733	0.002579	0.014122	0.006206	0.062628	0.004280	0.005199	0.001091	0.009720	0.003356	0.422483	0.324345
None	0.005062	0.021008	0.133161	0.095538	0.121511	0.032326	0.053068	0.021403	0.006875	0.002271	0.000793	0.006703	0.500283
of	0.005628	0.015872	0.021448	0.094423	0.088513	0.006128	0.003981	0.002660	0.000387	0.000833	0.000091	0.002343	0.757693
the	0.006820	0.003602	0.006888	0.021697	0.072285	0.005059	0.001818	0.001755	0.000590	0.001534	0.000166	0.001937	0.875848
kids	0.018354	0.001372	0.000537	0.004718	0.003383	0.023634	0.002075	0.000817	0.000740	0.000418	0.001221	0.005630	0.937098
will	0.006787	0.011625	0.004561	0.010129	0.014703	0.046972	0.270639	0.106816	0.022517	0.014691	0.005552	0.021600	0.463408
be	0.005043	0.006456	0.001237	0.003136	0.009631	0.009562	0.134357	0.210618	0.100566	0.033287	0.012625	0.005243	0.468241
going	0.009200	0.004409	0.001313	0.001942	0.006660	0.004986	0.030401	0.019173	0.164477	0.090636	0.014551	0.030454	0.621798
to	0.004967	0.001614	0.000190	0.000764	0.001002	0.001092	0.001902	0.002638	0.015583	0.162228	0.010188	0.002101	0.795731
college	0.042922	0.002990	0.000455	0.002954	0.003467	0.026773	0.003480	0.004635	0.022641	0.016600	0.039629	0.035430	0.798025
yet	0.022211	0.007080	0.006886	0.007582	0.007569	0.012256	0.079339	0.057127	0.012532	0.014737	0.008928	0.044390	0.719361
.	0.070225	0.124118	0.004870	0.024968	0.006786	0.043239	0.005776	0.006226	0.000984	0.005678	0.003299	0.066204	0.637628
[SEP]	0.065404	0.024242	0.008296	0.014258	0.014998	0.022377	0.012262	0.036834	0.049791	0.046467	0.009105	0.073851	0.622115
