TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.514029	0.048206	0.026972	0.051960	0.018105	0.024863	0.030122	0.043147	0.030238	0.012553	0.027503	0.056692	0.115610
None	0.118410	0.014702	0.029520	0.061705	0.035826	0.045835	0.045719	0.158416	0.077622	0.025355	0.074656	0.236147	0.076088
of	0.143031	0.011812	0.011433	0.035976	0.038428	0.080074	0.112466	0.195651	0.075528	0.021195	0.032517	0.135187	0.106701
the	0.100104	0.018525	0.010484	0.035803	0.021504	0.076464	0.095589	0.139665	0.112245	0.012970	0.046844	0.180024	0.149780
kids	0.299590	0.003261	0.009713	0.053941	0.020479	0.028465	0.050361	0.107831	0.109197	0.083631	0.034367	0.108661	0.090502
will	0.351210	0.004999	0.004935	0.008687	0.006926	0.018748	0.026594	0.050110	0.123932	0.005262	0.039396	0.187411	0.171790
be	0.394662	0.002846	0.003236	0.004783	0.006336	0.025067	0.054533	0.096202	0.079700	0.018836	0.036791	0.110120	0.166887
going	0.420980	0.006525	0.005556	0.008995	0.009508	0.037421	0.035885	0.038385	0.102863	0.028951	0.032938	0.136728	0.135265
to	0.281325	0.006946	0.002991	0.005531	0.005704	0.028629	0.047240	0.060725	0.110016	0.017149	0.069852	0.149075	0.214816
college	0.767034	0.001806	0.011488	0.029430	0.014749	0.003257	0.005969	0.016746	0.007050	0.006972	0.009659	0.054567	0.071273
yet	0.775393	0.007069	0.009092	0.013277	0.005106	0.012206	0.004892	0.019416	0.010303	0.009576	0.006295	0.058271	0.069105
.	0.417239	0.021794	0.014821	0.024782	0.023437	0.038093	0.024128	0.042551	0.043633	0.028958	0.048411	0.125750	0.146403
[SEP]	0.753268	0.008966	0.010003	0.023620	0.022269	0.009863	0.008799	0.012438	0.014713	0.021700	0.013862	0.049634	0.050866
