TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.040821	0.025564	0.010311	0.036005	0.010436	0.047602	0.018962	0.005724	0.003301	0.011220	0.011180	0.021865	0.757009
None	0.007273	0.159942	0.024755	0.057378	0.011265	0.093867	0.040526	0.006839	0.001657	0.005776	0.007479	0.007479	0.575765
of	0.019844	0.070375	0.171428	0.080659	0.079101	0.079450	0.050458	0.041554	0.012857	0.020759	0.022721	0.016382	0.334412
the	0.030243	0.048969	0.050886	0.126504	0.034081	0.088256	0.068241	0.029257	0.009388	0.018613	0.017747	0.021483	0.456333
kids	0.009398	0.024090	0.016238	0.024764	0.370492	0.033399	0.017545	0.019688	0.002101	0.012671	0.006845	0.005672	0.457097
will	0.016177	0.034211	0.018449	0.051289	0.025628	0.332015	0.081824	0.024267	0.006708	0.009378	0.027637	0.021403	0.351014
be	0.012232	0.035682	0.019350	0.035376	0.043118	0.188105	0.167796	0.068791	0.023517	0.027894	0.034012	0.013874	0.330253
going	0.011902	0.017184	0.008375	0.008687	0.036344	0.025807	0.031204	0.549496	0.101707	0.069820	0.045050	0.006179	0.088245
to	0.015545	0.017629	0.013047	0.015003	0.025164	0.035730	0.044590	0.154911	0.428375	0.078288	0.041384	0.008926	0.121407
college	0.011808	0.019909	0.003988	0.007550	0.026167	0.012131	0.017212	0.059829	0.022483	0.524777	0.016123	0.007373	0.270650
yet	0.012521	0.037059	0.005846	0.012375	0.022571	0.081569	0.087412	0.062182	0.020115	0.064705	0.386261	0.011262	0.196121
.	0.018577	0.029611	0.013006	0.036637	0.010181	0.063294	0.022320	0.008674	0.005290	0.014146	0.016737	0.057248	0.704279
[SEP]	0.056618	0.067162	0.052714	0.072209	0.067207	0.078934	0.050822	0.052541	0.039086	0.065374	0.052621	0.085282	0.259430
