TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.162623	0.100313	0.042259	0.057543	0.038260	0.044479	0.052400	0.085575	0.041966	0.043075	0.144171	0.093211	0.094126
None	0.014457	0.039918	0.043833	0.034948	0.091181	0.098549	0.089709	0.112985	0.049247	0.114993	0.054727	0.218550	0.036904
of	0.015917	0.095759	0.042436	0.083858	0.078044	0.063109	0.057853	0.099221	0.065767	0.131495	0.090601	0.136698	0.039242
the	0.010433	0.098811	0.052734	0.082148	0.059751	0.053788	0.077803	0.080646	0.094051	0.068451	0.107974	0.159554	0.053857
kids	0.059981	0.086608	0.024883	0.082456	0.081328	0.129511	0.057551	0.067195	0.081764	0.152192	0.062582	0.055189	0.058759
will	0.023482	0.103638	0.039002	0.035447	0.109795	0.054364	0.051584	0.079847	0.066077	0.243943	0.075617	0.080382	0.036822
be	0.019944	0.061676	0.044337	0.037378	0.076405	0.094553	0.067337	0.080625	0.089399	0.144158	0.099714	0.125602	0.058872
going	0.014110	0.049700	0.117307	0.073217	0.079340	0.052305	0.088954	0.051079	0.104851	0.127568	0.061572	0.097614	0.082384
to	0.007162	0.075330	0.046836	0.080668	0.051730	0.058476	0.059585	0.074602	0.101316	0.106163	0.090349	0.177218	0.070565
college	0.021647	0.092707	0.027159	0.079167	0.054749	0.064438	0.094251	0.079376	0.080718	0.069055	0.109572	0.120859	0.106301
yet	0.009565	0.053408	0.035846	0.041464	0.108886	0.048059	0.062096	0.085193	0.051949	0.258527	0.067968	0.078108	0.098933
.	0.007626	0.049179	0.038573	0.062218	0.096684	0.045199	0.051628	0.061489	0.077020	0.178190	0.066756	0.158868	0.106571
[SEP]	0.028009	0.059691	0.036941	0.082822	0.070987	0.096591	0.064350	0.099262	0.062885	0.068067	0.103261	0.166110	0.061025
