TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.009879	0.000077	0.000492	0.002377	0.002936	0.002657	0.002079	0.000466	0.000131	0.003345	0.003941	0.091677	0.879943
None	0.001848	0.012497	0.023437	0.015538	0.007107	0.077164	0.008436	0.000619	0.000250	0.000683	0.002596	0.027269	0.822556
of	0.002117	0.040442	0.054297	0.098807	0.003640	0.324433	0.040516	0.000977	0.000761	0.000215	0.003266	0.020687	0.409844
the	0.003234	0.025836	0.080819	0.073843	0.013784	0.261212	0.027157	0.001118	0.000535	0.000275	0.004083	0.019436	0.488669
kids	0.001315	0.099717	0.349906	0.144633	0.023038	0.059575	0.017189	0.005146	0.004567	0.001376	0.003207	0.014367	0.275963
will	0.008787	0.118573	0.008923	0.006268	0.009446	0.092108	0.050602	0.002087	0.001044	0.000598	0.124032	0.035137	0.542394
be	0.005000	0.015939	0.004730	0.005115	0.002072	0.083883	0.013079	0.003934	0.001306	0.001274	0.041240	0.021230	0.801198
going	0.002288	0.043954	0.003142	0.004604	0.013943	0.050952	0.019950	0.036507	0.011488	0.009779	0.029487	0.016082	0.757824
to	0.004062	0.016016	0.000581	0.001642	0.003819	0.022248	0.007852	0.136722	0.017764	0.021990	0.012359	0.014100	0.740845
college	0.004674	0.016450	0.001384	0.001945	0.005151	0.009866	0.004848	0.079801	0.091683	0.017683	0.039826	0.013492	0.713196
yet	0.008445	0.021514	0.002000	0.001326	0.005333	0.054440	0.006476	0.026774	0.011059	0.010808	0.013405	0.038486	0.799935
.	0.029159	0.001295	0.003158	0.013446	0.004178	0.004558	0.003668	0.002044	0.001330	0.005097	0.006182	0.192386	0.733500
[SEP]	0.042361	0.009712	0.007039	0.019559	0.016019	0.005819	0.004829	0.006362	0.006291	0.007022	0.003207	0.034553	0.837228
