TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.004060	0.126583	0.064132	0.080203	0.032074	0.058861	0.091154	0.090616	0.166348	0.016748	0.015279	0.215841	0.038100
None	0.003686	0.002040	0.086263	0.111190	0.019533	0.050484	0.041514	0.016052	0.340077	0.051795	0.038279	0.222798	0.016289
of	0.011445	0.007486	0.066032	0.121473	0.087637	0.076187	0.039266	0.047673	0.194349	0.088123	0.024140	0.193013	0.043177
the	0.013182	0.010932	0.093118	0.087994	0.085926	0.107924	0.038423	0.044556	0.183278	0.072255	0.026838	0.198257	0.037317
kids	0.139829	0.039624	0.104893	0.074441	0.039613	0.123401	0.080116	0.049611	0.067778	0.046570	0.065244	0.120402	0.048479
will	0.060743	0.009232	0.057124	0.090283	0.128901	0.036838	0.021347	0.055843	0.173092	0.131471	0.019517	0.165016	0.050593
be	0.015927	0.014761	0.134822	0.112062	0.085742	0.058850	0.032727	0.031509	0.195048	0.025151	0.015899	0.166998	0.110505
going	0.026170	0.012999	0.096341	0.142188	0.073647	0.056558	0.030282	0.032709	0.172466	0.046461	0.020951	0.227677	0.061550
to	0.009777	0.007278	0.144696	0.148779	0.038895	0.080993	0.026865	0.016719	0.209123	0.033387	0.019236	0.200694	0.063559
college	0.031233	0.042751	0.200125	0.156449	0.027572	0.152333	0.039980	0.027069	0.074691	0.017136	0.050917	0.117564	0.062181
yet	0.046907	0.015234	0.066986	0.120560	0.075674	0.038925	0.023810	0.038948	0.156240	0.060148	0.011344	0.165775	0.179449
.	0.019798	0.024504	0.033446	0.055847	0.156799	0.105537	0.071148	0.094755	0.083202	0.150269	0.037519	0.109242	0.057934
[SEP]	0.129562	0.026232	0.004170	0.006375	0.020234	0.023624	0.005496	0.047107	0.008887	0.036932	0.007903	0.019691	0.663787
