TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.014987	0.016241	0.003697	0.015005	0.012884	0.010149	0.004457	0.005417	0.004456	0.011112	0.008965	0.016136	0.876495
None	0.008889	0.025909	0.006165	0.023367	0.044975	0.017168	0.002957	0.003076	0.001804	0.002250	0.002693	0.021072	0.839676
of	0.007314	0.043155	0.004748	0.011326	0.012404	0.009200	0.000999	0.000606	0.000319	0.000264	0.000967	0.022322	0.886376
the	0.023874	0.164389	0.026577	0.041783	0.038927	0.031001	0.005572	0.008775	0.004712	0.002966	0.005654	0.042888	0.602883
kids	0.020107	0.104742	0.086502	0.127320	0.046571	0.024697	0.006723	0.013924	0.007173	0.001999	0.002780	0.011793	0.545672
will	0.017881	0.355309	0.126674	0.155508	0.066414	0.011250	0.004854	0.006598	0.002229	0.002790	0.006863	0.015355	0.228277
be	0.018477	0.225577	0.069094	0.205827	0.322539	0.020862	0.004989	0.010425	0.001335	0.001729	0.003974	0.007094	0.108078
going	0.010024	0.082648	0.039696	0.190056	0.508733	0.034421	0.035222	0.012882	0.003016	0.001668	0.002774	0.003572	0.075288
to	0.014662	0.065161	0.026725	0.076377	0.589352	0.042584	0.020749	0.018521	0.003105	0.008603	0.002367	0.006073	0.125722
college	0.015821	0.054522	0.013799	0.057526	0.158579	0.089621	0.054768	0.060594	0.023322	0.006928	0.020089	0.014577	0.429855
yet	0.013373	0.048937	0.019018	0.049031	0.062457	0.133722	0.124629	0.094257	0.046739	0.025446	0.029987	0.027093	0.325309
.	0.007899	0.110089	0.014846	0.061105	0.089212	0.098077	0.042122	0.056452	0.036193	0.152663	0.060397	0.024272	0.246673
[SEP]	0.009498	0.002825	0.001431	0.004459	0.002686	0.003260	0.001338	0.001654	0.001618	0.001071	0.000934	0.008078	0.961148
