TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.183874	0.006734	0.010061	0.045335	0.023471	0.015296	0.008143	0.003435	0.022398	0.018228	0.009185	0.564610	0.089230
None	0.887951	0.000454	0.000082	0.000097	0.000054	0.000026	0.000000	0.000000	0.000000	0.000002	0.000000	0.000087	0.111247
of	0.000259	0.999580	0.000023	0.000002	0.000008	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000126
the	0.006060	0.043966	0.926023	0.000850	0.001063	0.000171	0.000145	0.000061	0.000000	0.000002	0.000011	0.000214	0.021433
kids	0.017095	0.000134	0.000182	0.971668	0.000391	0.000047	0.000008	0.000014	0.000039	0.000000	0.000001	0.000291	0.010127
will	0.000002	0.000028	0.000023	0.000073	0.997732	0.001551	0.000009	0.000041	0.000002	0.000192	0.000000	0.000003	0.000345
be	0.000016	0.000018	0.000008	0.000015	0.007211	0.990573	0.000349	0.000049	0.000013	0.001494	0.000007	0.000000	0.000248
going	0.000060	0.000000	0.000001	0.000002	0.000019	0.000062	0.999788	0.000004	0.000009	0.000017	0.000005	0.000004	0.000030
to	0.000041	0.000000	0.000000	0.000001	0.000027	0.000005	0.000006	0.999383	0.000201	0.000235	0.000069	0.000010	0.000023
college	0.004410	0.000000	0.000000	0.000037	0.000006	0.000020	0.000090	0.000044	0.994726	0.000038	0.000065	0.000229	0.000335
yet	0.000004	0.000000	0.000000	0.000000	0.000034	0.000009	0.000281	0.000008	0.000037	0.999402	0.000033	0.000135	0.000056
.	0.003293	0.000127	0.000032	0.000106	0.000027	0.000115	0.000342	0.001798	0.000838	0.011337	0.955253	0.023549	0.003182
[SEP]	0.751705	0.004962	0.008548	0.028940	0.016087	0.012366	0.012277	0.018227	0.025167	0.018288	0.015410	0.040744	0.047280
