TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.034209	0.001085	0.000626	0.001309	0.000717	0.000592	0.000247	0.000644	0.000549	0.001313	0.000402	0.027668	0.930640
None	0.018116	0.073769	0.022511	0.069331	0.084725	0.052285	0.004858	0.004631	0.000724	0.005466	0.016604	0.041837	0.605142
of	0.057186	0.059824	0.024733	0.106666	0.128861	0.145490	0.010002	0.003806	0.000345	0.003108	0.009576	0.046568	0.403835
the	0.137694	0.009601	0.009774	0.034567	0.017214	0.060787	0.004811	0.003126	0.000643	0.002036	0.007024	0.073657	0.639065
kids	0.030980	0.022886	0.021009	0.028587	0.028650	0.032969	0.008351	0.022237	0.009945	0.019268	0.025665	0.080923	0.668530
will	0.067088	0.143151	0.034347	0.052491	0.051588	0.018136	0.002184	0.006074	0.003865	0.009798	0.015927	0.052562	0.542790
be	0.030924	0.322594	0.043089	0.052009	0.103921	0.033220	0.006412	0.001465	0.000481	0.002456	0.010640	0.025993	0.366795
going	0.015671	0.237351	0.067987	0.082238	0.147853	0.029211	0.012655	0.003175	0.000768	0.004105	0.009517	0.019193	0.370277
to	0.020189	0.320374	0.079558	0.086630	0.086270	0.040628	0.025249	0.012066	0.001749	0.006540	0.036700	0.018142	0.265904
college	0.017046	0.237462	0.030722	0.057026	0.086330	0.127843	0.074195	0.084770	0.025184	0.013701	0.043806	0.023985	0.177929
yet	0.015180	0.137798	0.005841	0.018006	0.032313	0.323507	0.152431	0.023321	0.005338	0.005753	0.015262	0.031105	0.234145
.	0.065969	0.042189	0.004479	0.010595	0.004486	0.014376	0.004831	0.007750	0.003570	0.008997	0.009607	0.105680	0.717471
[SEP]	0.005140	0.000790	0.000402	0.001100	0.001504	0.001356	0.000528	0.000540	0.000396	0.000813	0.001063	0.005541	0.980827
