TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.528922	0.004436	0.008434	0.028151	0.048242	0.055410	0.016580	0.016267	0.004584	0.014651	0.007596	0.201722	0.065005
None	0.000000	0.000001	0.999997	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
of	0.000001	0.000002	0.000023	0.999914	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000058
the	0.000000	0.000000	0.000000	0.000018	0.999981	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001
kids	0.000010	0.000024	0.000000	0.000000	0.000028	0.999890	0.000006	0.000000	0.000001	0.000001	0.000000	0.000000	0.000040
will	0.000001	0.000000	0.000000	0.000000	0.000000	0.000023	0.999963	0.000006	0.000000	0.000001	0.000001	0.000000	0.000003
be	0.000001	0.000000	0.000000	0.000003	0.000001	0.000002	0.000207	0.999750	0.000004	0.000003	0.000005	0.000001	0.000024
going	0.000002	0.000000	0.000000	0.000000	0.000002	0.000001	0.000000	0.000001	0.999904	0.000002	0.000000	0.000005	0.000083
to	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000001	0.000017	0.999928	0.000001	0.000000	0.000048
college	0.000019	0.000000	0.000000	0.000000	0.000000	0.000006	0.000005	0.000001	0.000016	0.000050	0.999541	0.000180	0.000182
yet	0.000004	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000000	0.000001	0.999979	0.000015
.	0.086571	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000008	0.000006	0.000000	0.004789	0.908625
[SEP]	0.818145	0.000679	0.000277	0.000655	0.004198	0.020259	0.002156	0.000430	0.004096	0.013305	0.002657	0.052455	0.080688
