TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.024227	0.005648	0.003677	0.012676	0.023970	0.001988	0.000536	0.001212	0.001190	0.004771	0.001129	0.012686	0.906289
None	0.001411	0.071018	0.022462	0.050491	0.185016	0.027483	0.003798	0.010169	0.004358	0.004768	0.006094	0.011311	0.601620
of	0.001706	0.022939	0.010220	0.067529	0.532170	0.011044	0.001245	0.005168	0.002087	0.013649	0.003347	0.008936	0.319961
the	0.002256	0.008215	0.004820	0.033292	0.149076	0.007308	0.000671	0.002464	0.002000	0.012210	0.003300	0.016166	0.758221
kids	0.001329	0.027954	0.034480	0.061013	0.146488	0.008193	0.000774	0.003021	0.000992	0.004170	0.001330	0.007002	0.703253
will	0.003429	0.043672	0.024221	0.114976	0.189036	0.072599	0.011204	0.009070	0.003353	0.009413	0.006012	0.034341	0.478674
be	0.002094	0.058091	0.061748	0.172219	0.253738	0.033992	0.012277	0.022073	0.008448	0.016280	0.007655	0.015670	0.335716
going	0.002043	0.058082	0.049757	0.087336	0.232125	0.015192	0.008736	0.020122	0.012702	0.016377	0.005190	0.009050	0.483288
to	0.001629	0.041468	0.061535	0.043927	0.317981	0.013233	0.008012	0.033984	0.022241	0.023787	0.002619	0.003524	0.426062
college	0.003301	0.113802	0.069441	0.058620	0.131387	0.010904	0.004334	0.024204	0.009433	0.021004	0.001532	0.006533	0.545504
yet	0.002962	0.019117	0.010060	0.016895	0.033613	0.011955	0.006079	0.020324	0.008624	0.047093	0.007136	0.005309	0.810833
.	0.009420	0.067413	0.029780	0.129037	0.171475	0.042300	0.010668	0.006656	0.002708	0.003967	0.004427	0.097979	0.424171
[SEP]	0.006542	0.002625	0.003171	0.006087	0.005699	0.002395	0.001451	0.001229	0.001761	0.002072	0.001889	0.019006	0.946073
