TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.860984	0.000747	0.113159	0.000293	0.001873	0.001876	0.000593	0.001138	0.000732	0.013056	0.000518	0.004518	0.000513
None	0.226680	0.048423	0.042074	0.050299	0.131831	0.081927	0.102786	0.036036	0.034547	0.037981	0.066223	0.063969	0.077225
of	0.035514	0.053016	0.024449	0.050707	0.098710	0.082029	0.071372	0.129748	0.070183	0.061885	0.158805	0.013118	0.150464
the	0.014550	0.038144	0.041742	0.055455	0.162087	0.081280	0.108572	0.079478	0.055661	0.116131	0.069735	0.082484	0.094681
kids	0.021770	0.170325	0.011892	0.046178	0.179013	0.069092	0.076429	0.034640	0.012673	0.050460	0.200764	0.008999	0.117764
will	0.005711	0.028308	0.006241	0.008480	0.424942	0.050330	0.141832	0.082077	0.020125	0.054195	0.100777	0.005412	0.071570
be	0.044150	0.054914	0.019393	0.011839	0.209900	0.293547	0.036737	0.049874	0.026731	0.109481	0.041247	0.010448	0.091740
going	0.035581	0.051361	0.008503	0.023742	0.260586	0.117440	0.048203	0.028305	0.032253	0.283481	0.046657	0.007210	0.056679
to	0.016695	0.051080	0.018458	0.031851	0.102603	0.125641	0.111266	0.198899	0.026727	0.078676	0.062254	0.034085	0.141765
college	0.008110	0.081508	0.007833	0.038150	0.165001	0.051354	0.048746	0.090985	0.061400	0.035607	0.201099	0.003608	0.206599
yet	0.094077	0.094429	0.042886	0.043021	0.099512	0.221564	0.067859	0.074016	0.035897	0.106808	0.035201	0.026021	0.058709
.	0.010916	0.014991	0.133053	0.035006	0.019550	0.029023	0.022751	0.034772	0.053090	0.032156	0.023751	0.555378	0.035562
[SEP]	0.154326	0.006050	0.211567	0.009339	0.011880	0.016056	0.012850	0.020555	0.019009	0.037452	0.005925	0.475032	0.019958
