TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.150071	0.153708	0.015511	0.028836	0.195907	0.043382	0.020937	0.026196	0.022813	0.034138	0.027764	0.021636	0.259103
None	0.080291	0.093932	0.071677	0.082477	0.050489	0.060726	0.018938	0.039424	0.057147	0.031419	0.021739	0.044475	0.347266
of	0.113393	0.288078	0.038369	0.027025	0.085203	0.033270	0.023301	0.060302	0.018961	0.081723	0.053623	0.048996	0.127757
the	0.084097	0.157278	0.077226	0.067395	0.235158	0.056042	0.021345	0.040452	0.031345	0.054553	0.022641	0.033899	0.118570
kids	0.091315	0.094654	0.035125	0.120950	0.127348	0.017389	0.004583	0.021846	0.024144	0.099972	0.019009	0.047631	0.296032
will	0.048235	0.318370	0.023778	0.038156	0.200062	0.074540	0.028241	0.039495	0.033878	0.046592	0.093635	0.010427	0.044590
be	0.031787	0.094622	0.068895	0.105848	0.076379	0.051506	0.023425	0.039229	0.084557	0.019330	0.071493	0.036892	0.296036
going	0.049722	0.048647	0.025370	0.064632	0.071110	0.023505	0.014031	0.013682	0.012793	0.030296	0.041041	0.037757	0.567412
to	0.065931	0.053610	0.034674	0.058032	0.085392	0.056577	0.017492	0.042709	0.022148	0.034844	0.015064	0.048891	0.464635
college	0.109615	0.042092	0.014259	0.073265	0.127960	0.027716	0.002606	0.016864	0.050510	0.023533	0.015195	0.041639	0.454747
yet	0.034697	0.032930	0.026776	0.043823	0.019327	0.011294	0.005713	0.012849	0.009560	0.007894	0.004153	0.022077	0.768906
.	0.100701	0.183915	0.052144	0.094424	0.181819	0.069481	0.012159	0.021499	0.016741	0.036667	0.061161	0.039621	0.129667
[SEP]	0.009067	0.001662	0.002590	0.006046	0.001201	0.001044	0.000877	0.000761	0.001312	0.000645	0.000532	0.051777	0.922486
