TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.022729	0.179470	0.006489	0.066136	0.057512	0.057839	0.038468	0.019887	0.003879	0.022014	0.001706	0.052570	0.471301
None	0.002254	0.087600	0.008086	0.261565	0.067416	0.016707	0.004896	0.003025	0.000376	0.002658	0.002903	0.004807	0.537708
of	0.000553	0.074092	0.004309	0.499160	0.298644	0.016875	0.003342	0.002142	0.000230	0.003382	0.001544	0.002084	0.093644
the	0.002439	0.105542	0.008117	0.133669	0.346004	0.019145	0.005709	0.003899	0.000458	0.018010	0.002551	0.002260	0.352196
kids	0.006098	0.012333	0.004483	0.022259	0.020527	0.011926	0.004360	0.009879	0.001093	0.006086	0.000697	0.001513	0.898747
will	0.006986	0.045708	0.003311	0.048855	0.058030	0.034783	0.113058	0.107013	0.006647	0.026194	0.011445	0.008412	0.529558
be	0.001914	0.010483	0.000264	0.010649	0.035864	0.018394	0.051682	0.330044	0.011497	0.049491	0.019482	0.008699	0.451537
going	0.003401	0.003066	0.000780	0.012118	0.059275	0.014193	0.020050	0.043299	0.015850	0.109919	0.017105	0.012284	0.688660
to	0.003257	0.001622	0.000511	0.011949	0.054759	0.005096	0.009255	0.038990	0.014855	0.331177	0.041187	0.021155	0.466188
college	0.007780	0.001121	0.000064	0.000694	0.001172	0.001208	0.001133	0.003858	0.003704	0.012351	0.005548	0.018618	0.942749
yet	0.005354	0.002487	0.000387	0.000769	0.000379	0.001534	0.001266	0.001411	0.004142	0.006994	0.001884	0.033702	0.939691
.	0.009011	0.018250	0.004349	0.016863	0.010788	0.004275	0.003321	0.004379	0.001078	0.018271	0.004019	0.056719	0.848677
[SEP]	0.016730	0.005233	0.003262	0.008279	0.007120	0.008025	0.004526	0.005689	0.003321	0.006796	0.002234	0.010910	0.917876
