TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.004260	0.033423	0.021135	0.040539	0.219748	0.305010	0.047422	0.115627	0.020216	0.121806	0.032548	0.032813	0.005455
None	0.045535	0.134483	0.066808	0.058153	0.008976	0.032646	0.027636	0.018093	0.010895	0.004057	0.029882	0.088807	0.474030
of	0.077465	0.028622	0.037368	0.035164	0.005966	0.006369	0.004312	0.001348	0.009010	0.001778	0.031381	0.055618	0.705600
the	0.135791	0.071619	0.114791	0.068024	0.011156	0.011735	0.006213	0.002810	0.010365	0.005259	0.028169	0.077269	0.456800
kids	0.061773	0.021252	0.014461	0.010483	0.007463	0.007772	0.003909	0.007227	0.002513	0.004470	0.003283	0.035969	0.819424
will	0.051653	0.484255	0.077674	0.077716	0.035745	0.054245	0.024245	0.005942	0.006292	0.006716	0.021231	0.066646	0.087640
be	0.036067	0.346438	0.132864	0.064155	0.013854	0.004011	0.005861	0.005240	0.005927	0.004679	0.011434	0.043509	0.325962
going	0.028676	0.225878	0.085359	0.066694	0.018216	0.003482	0.004911	0.002387	0.008280	0.003779	0.005608	0.024872	0.521858
to	0.030360	0.036476	0.058865	0.033944	0.011456	0.002032	0.002938	0.002319	0.031903	0.005384	0.005616	0.016833	0.761874
college	0.034058	0.038250	0.015611	0.024771	0.005056	0.001300	0.002521	0.002939	0.008501	0.002419	0.003491	0.040131	0.820952
yet	0.032713	0.254448	0.069466	0.102500	0.043934	0.040989	0.031218	0.048106	0.043649	0.007077	0.023052	0.027366	0.275481
.	0.071301	0.106140	0.039435	0.072351	0.055615	0.165505	0.061412	0.033564	0.032927	0.013481	0.113031	0.099907	0.135330
[SEP]	0.010424	0.001593	0.007678	0.006603	0.001804	0.001568	0.002145	0.002134	0.002720	0.001004	0.003105	0.002590	0.956632
