TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.034062	0.074236	0.014663	0.126299	0.099103	0.100372	0.025804	0.009235	0.004805	0.023967	0.025489	0.225908	0.236057
None	0.031821	0.103021	0.030444	0.135323	0.213238	0.019845	0.019049	0.015837	0.004400	0.012204	0.003614	0.008871	0.402332
of	0.015768	0.032325	0.019080	0.126151	0.428806	0.011137	0.012358	0.016245	0.003732	0.020612	0.000796	0.002111	0.310878
the	0.016174	0.010785	0.004116	0.234980	0.292709	0.024426	0.011201	0.013679	0.002946	0.035434	0.000370	0.009417	0.343763
kids	0.023004	0.012169	0.005159	0.050830	0.108355	0.007805	0.007116	0.026078	0.016401	0.164622	0.000641	0.006333	0.571489
will	0.032869	0.018715	0.001978	0.032738	0.040805	0.033468	0.021475	0.006055	0.001985	0.021771	0.006639	0.012652	0.768849
be	0.043678	0.055239	0.007032	0.087744	0.084671	0.106360	0.109016	0.076648	0.016173	0.045617	0.016109	0.015151	0.336562
going	0.019300	0.021088	0.015639	0.060468	0.215749	0.012548	0.033353	0.075446	0.022741	0.106822	0.001831	0.001606	0.413409
to	0.009455	0.013051	0.011339	0.027446	0.217525	0.004282	0.019327	0.175335	0.043169	0.165843	0.000937	0.000553	0.311737
college	0.011878	0.023152	0.012759	0.029568	0.188643	0.010922	0.023103	0.083841	0.030463	0.115632	0.001017	0.004743	0.464278
yet	0.012441	0.064106	0.017276	0.087221	0.154771	0.040034	0.092513	0.070945	0.033965	0.174316	0.007205	0.006981	0.238227
.	0.386026	0.018379	0.004780	0.015428	0.009312	0.028683	0.018758	0.012203	0.020409	0.030346	0.012611	0.012726	0.430338
[SEP]	0.059165	0.023358	0.010696	0.013274	0.015170	0.019587	0.011020	0.008716	0.007613	0.016592	0.018794	0.018392	0.777623
