TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.404319	0.011647	0.009297	0.013719	0.015421	0.022097	0.012582	0.014274	0.012241	0.019272	0.020848	0.043762	0.400519
None	0.409960	0.019732	0.011597	0.010298	0.020322	0.129244	0.033298	0.041409	0.017713	0.004350	0.046709	0.037877	0.217492
of	0.438943	0.034347	0.025948	0.013120	0.011718	0.029364	0.015870	0.034784	0.008287	0.009047	0.016203	0.030836	0.331532
the	0.303746	0.021972	0.012730	0.077026	0.098530	0.032573	0.011867	0.024177	0.017829	0.076563	0.018720	0.042171	0.262097
kids	0.221746	0.029669	0.023083	0.169775	0.038971	0.044395	0.022906	0.135835	0.046149	0.039163	0.024308	0.043228	0.160772
will	0.380719	0.011346	0.012866	0.014905	0.010411	0.022162	0.019483	0.097229	0.013989	0.016254	0.006716	0.052492	0.341427
be	0.517705	0.010751	0.003909	0.004111	0.009951	0.019198	0.013925	0.049725	0.013673	0.005053	0.003436	0.016518	0.332045
going	0.413769	0.020667	0.004424	0.006542	0.019507	0.026380	0.018941	0.104026	0.118106	0.027450	0.004549	0.029039	0.206599
to	0.394291	0.011027	0.005648	0.007088	0.011076	0.019081	0.018229	0.100139	0.031902	0.056581	0.009124	0.026603	0.309212
college	0.371991	0.008453	0.005769	0.020780	0.028361	0.006108	0.010555	0.035294	0.013029	0.009781	0.005194	0.015273	0.469413
yet	0.264540	0.011945	0.002072	0.002628	0.006808	0.120826	0.046092	0.135599	0.022456	0.010485	0.013424	0.030857	0.332269
.	0.313723	0.022232	0.007042	0.007638	0.018205	0.102151	0.030611	0.023839	0.015093	0.024434	0.057792	0.157219	0.220020
[SEP]	0.377168	0.005838	0.006082	0.019040	0.004669	0.005128	0.003822	0.002370	0.009118	0.006270	0.004917	0.027693	0.527886
