TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.072115	0.041405	0.009435	0.038925	0.011179	0.030301	0.014745	0.005073	0.004381	0.009290	0.048058	0.038788	0.676304
None	0.019722	0.056219	0.010434	0.039875	0.034507	0.036678	0.014432	0.008119	0.003603	0.012963	0.051860	0.024711	0.686877
of	0.049073	0.140838	0.016762	0.063095	0.089008	0.062088	0.016355	0.009779	0.003900	0.040061	0.083457	0.029023	0.396558
the	0.124086	0.083214	0.009567	0.078076	0.082108	0.045316	0.010718	0.009247	0.002806	0.022970	0.041052	0.039764	0.451075
kids	0.106750	0.040868	0.010381	0.089243	0.069549	0.014131	0.004797	0.005308	0.003663	0.021511	0.018012	0.017285	0.598501
will	0.057751	0.022999	0.004750	0.027367	0.013349	0.043994	0.008592	0.003742	0.001033	0.005012	0.036758	0.073418	0.701236
be	0.034859	0.029922	0.010639	0.050625	0.036277	0.056002	0.041713	0.023140	0.013609	0.041548	0.205361	0.079891	0.376415
going	0.012762	0.022327	0.006311	0.028303	0.052476	0.019004	0.022999	0.028893	0.018906	0.054935	0.135651	0.026822	0.570609
to	0.012602	0.022649	0.005914	0.026641	0.032088	0.011794	0.016827	0.023911	0.013666	0.031091	0.086964	0.013189	0.702665
college	0.043611	0.032117	0.008167	0.036608	0.044105	0.018106	0.021124	0.017145	0.009255	0.023895	0.082192	0.017840	0.645836
yet	0.041520	0.101556	0.005483	0.022541	0.017241	0.067262	0.029453	0.010591	0.004196	0.010126	0.110335	0.054562	0.525134
.	0.014116	0.059604	0.025707	0.032389	0.013431	0.026372	0.007611	0.003520	0.001313	0.010081	0.034954	0.058053	0.712848
[SEP]	0.261448	0.013261	0.009611	0.015201	0.006407	0.006845	0.005045	0.003158	0.005792	0.005074	0.003331	0.017739	0.647088
