TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.055815	0.002421	0.000741	0.006968	0.023520	0.024929	0.002612	0.002836	0.013290	0.061592	0.009611	0.017416	0.778250
None	0.169268	0.001051	0.000909	0.010382	0.001485	0.004469	0.001228	0.001414	0.003271	0.001372	0.004576	0.054800	0.745774
of	0.059757	0.000814	0.000160	0.005177	0.001941	0.004013	0.000768	0.001221	0.001984	0.001669	0.002090	0.027849	0.892557
the	0.081622	0.001914	0.000548	0.009701	0.008414	0.005110	0.001725	0.002227	0.007332	0.005077	0.003245	0.068017	0.805070
kids	0.059384	0.018238	0.003051	0.035962	0.019755	0.032040	0.022255	0.010608	0.029316	0.042131	0.024631	0.084417	0.618214
will	0.325247	0.009095	0.005151	0.058152	0.014585	0.022526	0.009318	0.008472	0.035656	0.114647	0.016878	0.115895	0.264377
be	0.136212	0.005280	0.002850	0.017443	0.006329	0.012644	0.004904	0.004264	0.011842	0.031428	0.016824	0.051047	0.698935
going	0.219925	0.006471	0.006034	0.027265	0.009619	0.013089	0.008812	0.007866	0.027149	0.091416	0.032783	0.274509	0.275060
to	0.093059	0.010642	0.006453	0.017196	0.023962	0.012258	0.009390	0.023323	0.024052	0.096940	0.011882	0.088164	0.582681
college	0.078620	0.001185	0.001319	0.003076	0.013066	0.009106	0.003717	0.011660	0.013433	0.002291	0.018153	0.073885	0.770490
yet	0.152022	0.002949	0.005615	0.034505	0.002945	0.007477	0.009130	0.009069	0.045642	0.006456	0.001741	0.064390	0.658057
.	0.119532	0.007275	0.009764	0.020572	0.015802	0.133139	0.015877	0.013214	0.034567	0.014595	0.015422	0.069977	0.530265
[SEP]	0.134901	0.001122	0.001216	0.004253	0.002628	0.001927	0.001329	0.001704	0.001895	0.000752	0.001293	0.052025	0.794953
