TOKEN	[CLS]	None	of	the	kids	will	be	going	to	college	yet	.	[SEP]
[CLS]	0.064198	0.109799	0.045247	0.052361	0.110759	0.020403	0.022593	0.050295	0.049183	0.213557	0.065462	0.134477	0.061665
None	0.247402	0.000201	0.032834	0.126888	0.004569	0.001098	0.002471	0.001480	0.016757	0.000327	0.000574	0.254583	0.310815
of	0.195382	0.001114	0.054628	0.144654	0.004032	0.003690	0.003361	0.002153	0.073952	0.003087	0.001077	0.242986	0.269884
the	0.086998	0.003499	0.140766	0.202395	0.010671	0.008399	0.005389	0.005676	0.109051	0.007712	0.011011	0.277214	0.131217
kids	0.322545	0.016532	0.021648	0.102985	0.035558	0.016381	0.016246	0.019461	0.037721	0.064550	0.006700	0.049860	0.289814
will	0.126470	0.002878	0.116326	0.102590	0.017440	0.175788	0.091762	0.013673	0.067465	0.003392	0.000231	0.102272	0.179714
be	0.230790	0.000413	0.078835	0.094107	0.010225	0.017031	0.009916	0.003341	0.063873	0.003073	0.001948	0.160071	0.326380
going	0.289559	0.001813	0.015716	0.127761	0.009208	0.027598	0.014011	0.013638	0.049569	0.010423	0.001355	0.104650	0.334699
to	0.171924	0.004212	0.108763	0.142719	0.014303	0.010243	0.009349	0.018498	0.105704	0.010427	0.005190	0.221473	0.177193
college	0.233831	0.015046	0.020237	0.087869	0.069001	0.015124	0.030852	0.037992	0.047611	0.186960	0.013917	0.039686	0.201875
yet	0.233661	0.002015	0.043391	0.164294	0.009554	0.006051	0.005273	0.006001	0.031613	0.001107	0.000191	0.152659	0.344191
.	0.088000	0.087774	0.044583	0.043503	0.066399	0.026787	0.033112	0.043310	0.046156	0.131032	0.168301	0.126725	0.094317
[SEP]	0.320688	0.008354	0.016223	0.021363	0.026622	0.016682	0.008732	0.012339	0.027366	0.036653	0.007897	0.076910	0.420172
